country_code,year,RESEARCHERS_PER_MILLION,rd_expenditure_pct_gdp,researchers_per_million,rd_expenditure_pct_gdp_wb,researchers_per_million_wb,higher_edu_enrollment_rate,bachelor_degree_pct,master_degree_pct,phd_degree_pct,internet_users_pct,fixed_broadband_per_100,mobile_subscriptions_per_100,patent_applications_resident,patent_applications_nonresident,ict_service_exports_pct,high_tech_exports_pct,high_tech_exports_usd,govt_edu_expenditure_pct_gdp,higher_edu_expenditure_pct,secure_internet_servers_per_million,labor_force_higher_edu_pct,country_cn,country_en
KOR,2024,,,,,,,36.4573720087806,5.05879987378346,0.969981787057433,97.8956,,,,,10.4431220120228,36.2582559366674,216203069107.0,,,11902.38307173,74.66,韩国,South Korea
USA,2010,,2.71444,3550.08505,2.71444,3550.08505,,29.9961309081733,10.6321425097007,1.40273258936566,71.69,27.172,91.6593,241977.0,248249.0,4.56270563272599,22.6194775165319,166133836217.0,,,2481.3058353974,76.51,美国,United States
USA,2011,,2.73803,3659.09511,2.73803,3659.09511,,30.4181560751516,10.9309424096095,1.49665064754897,69.7295,28.117,94.683,247750.0,255832.0,4.55691215181744,20.624916162211,166559643396.0,,,2983.8141619928,76.005,美国,United States
USA,2012,,2.67273,3642.58414,2.67273,3642.58414,,31.0561865240495,11.1570774319477,1.55506676921953,74.7,29.1736,96.1284,268782.0,274033.0,4.89484858839231,20.174250704896,169157788627.0,,,3836.05795090734,75.587,美国,United States
USA,2013,,2.69592,3725.75931,2.69592,3725.75931,88.7264175415039,31.6599998474121,11.5699996948242,1.67999994754791,71.4,29.9996,97.0595,287831.0,283781.0,5.04909537736164,20.188635370966,169309014696.0,,27.22716,4294.07370746707,74.971,美国,United States
USA,2014,,2.70881,3824.01193,2.70881,3824.01193,88.6268692016602,31.9599990844727,11.7700004577637,1.76999998092651,73.0,30.2709,99.8396,285096.0,293706.0,5.10256918301301,20.4843982208576,176029439000.0,,27.50228,5115.54683309614,74.352,美国,United States
USA,2015,3858.04036,2.77328,3858.04036,2.77328,3858.04036,88.8894119262695,32.5,11.9899997711182,1.70000004768372,74.5542,31.3412,101.832,288335.0,301075.0,5.3843044542327,21.3904480368657,175321672223.0,4.93063020706177,,6337.61084209589,73.844,美国,United States
USA,2016,3809.11997,2.83676,3809.11997,2.83676,3809.11997,88.8350524902344,33.439998626709,12.6099996566772,1.85000002384186,85.5444,32.1144,102.752,295327.0,310244.0,5.50438456530896,22.4192942002286,173983447240.0,4.78327989578247,,11389.9150845803,73.56,美国,United States
USA,2017,3931.60035,2.88357,3931.60035,2.88357,3931.60035,88.1673889160156,32.0158805847168,12.7978126395504,1.89880351313001,87.2749,32.5703,102.381,293904.0,313052.0,5.69057151693249,19.2659699620243,154602417969.0,5.09296989440918,,30199.9571603454,73.25,美国,United States
USA,2018,4226.79136,2.99045,4226.79136,2.99045,4226.79136,88.2991790771484,34.9900016784668,13.0500001907349,2.02999997138977,88.4989,33.0559,103.935,285095.0,312046.0,5.7758266986912,18.4842699258676,153893519793.0,4.89502000808716,,65494.8762801956,73.175,美国,United States
USA,2019,4265.92083,3.14704,4265.92083,3.14704,4265.92083,87.8887100219727,36.0551531503778,13.4416719383526,2.01936192219572,89.4303,33.8352,105.321,285113.0,336340.0,6.72149072800021,18.6853939276571,154028528002.0,4.95746994018555,,123268.08312533,73.125,美国,United States
USA,2020,4464.09495,3.42467,4464.09495,3.42467,4464.09495,87.5676574707031,37.5200004577637,14.1400003433228,2.08999991416931,90.3447,35.7157,103.855,269586.0,327586.0,8.15583930543226,19.4939761609452,141612133157.0,5.39531993865967,,140775.773474768,71.64,美国,United States
USA,2021,4825.1804,3.48313,4825.1804,3.48313,4825.1804,84.8550872802734,35.0492286682129,14.2238136050444,2.11829980726411,91.2684,37.0074,106.325,262244.0,329229.0,7.80759603820996,19.9014614131792,169281833346.0,5.42038011550903,,156949.432905341,71.375,美国,United States
USA,2022,,3.58623,,3.58623,,79.361930847168,37.6599998474121,14.2200002670288,2.14000010490417,92.2016,37.4888,108.786,,,7.41605824254572,20.5789833007379,191876058536.0,,,180213.052484185,71.78,美国,United States
USA,2023,,,,,,,38.601131439209,14.7866092931086,2.19523458812483,93.1444,38.1475,112.411,,,7.50979594765926,21.8459878355521,208514376770.0,,,186692.908896926,71.866,美国,United States
USA,2024,,,,,,,39.0294779820448,15.0046269031174,2.29690777721687,,,,,,7.87536206990779,24.322982844202,232906639404.0,,,196554.134852003,71.592,美国,United States
