Scenario_From,Scenario_To,Budget_Change_Pct,Score_Change_Pct,Elasticity,Marginal_Return
tight,baseline,66.66666666666666,19.323728985045754,0.28985593473220794,0.28985593477568633
baseline,loose,50.0,8.41044004936342,0.16820880095362664,0.1682088009872684
