Year,Country,Mean_Score,Std_Score,P5_Score,P95_Score
2031,ARE,0.24349763852389644,0.0426551107171557,0.17819096507792437,0.3109720417094234
2031,IND,0.41597099367254636,0.04740930715885977,0.34129117552012805,0.4913724457725829
2032,USA,0.7245632771513211,0.058861013612771185,0.619045370251706,0.8201532033648068
2032,CHN,0.5449950591243679,0.07011186279556532,0.42962683624742215,0.6579443132005226
2032,GBR,0.4830125810468194,0.04799760581691421,0.40596656725812047,0.5543276036176574
2032,DEU,0.6468851584150864,0.05037199509695524,0.5655110479381901,0.728968612304892
2032,KOR,0.47856265938741205,0.050389966863668,0.40485192425599786,0.553251084646938
2032,JPN,0.6290663973592203,0.046551475439925466,0.5561477174232765,0.7113433994584021
2032,FRA,0.5364301077644195,0.050225218701731494,0.4582348278437295,0.6197670083059261
2032,CAN,0.43931833394576897,0.04503637202243066,0.3687068238008869,0.516117312071793
2032,ARE,0.21899488151677587,0.0415022824013259,0.15626263583872785,0.28491877000306703
2032,IND,0.3969805579840939,0.04821175600773483,0.3207634411169017,0.47465887569365517
2033,USA,0.7097899551776704,0.06253980356856302,0.5967890679958855,0.811789996273001
2033,CHN,0.5280237425494332,0.07250555545132004,0.4091791197245356,0.6461226787675429
2033,GBR,0.4631884923921933,0.049080766942343486,0.3836565077787065,0.5358878011739296
2033,DEU,0.6237206333734031,0.052593650268448505,0.5386337317449419,0.7099632817837747
2033,KOR,0.45229792525412355,0.05096476866534998,0.3776766814533074,0.5278379966314451
2033,JPN,0.6041100526818137,0.04826999104641125,0.5298006083018443,0.6901048870292235
2033,FRA,0.5093957570518983,0.05135400421809856,0.4284309908366221,0.5949809976980427
2033,CAN,0.4118836003001181,0.045115518719732996,0.3415399137473522,0.48967111272081093
2033,ARE,0.19975477728581073,0.04044823555867429,0.13927850734912756,0.264344088667342
2033,IND,0.38173203152219237,0.04883399002933573,0.3046268070234055,0.4612203723962659
2034,USA,0.6974143265015655,0.06585199725487133,0.5785903718127994,0.8048383733478112
2034,CHN,0.5146123847187711,0.07465519148851574,0.39272449469444887,0.6374136273847291
2034,GBR,0.44616263374450954,0.04991146197873904,0.364576555739492,0.5197941792028234
2034,DEU,0.6034040548236533,0.05444271937097711,0.5150693272125477,0.6934206876704196
2034,KOR,0.42995973969158624,0.05130881923476956,0.3550158302638273,0.5059227620768622
2034,JPN,0.582052950328602,0.04964906271043825,0.5049813655571243,0.6711192652917989
2034,FRA,0.48594310487181785,0.05217531771435474,0.4027919965358581,0.5728628189897799
2034,CAN,0.38855727132601897,0.04502272792147422,0.31864247921532446,0.4669827104133238
2034,ARE,0.18432292842089765,0.03951512032403184,0.12528183756698266,0.24917563133700565
2034,IND,0.3693323348909472,0.04935884266946016,0.29092227596721004,0.4500283128167152
2035,USA,0.6869883392766301,0.06887432962811461,0.5641742386926689,0.800119469775492
2035,CHN,0.503987065041871,0.0766373928461768,0.379343146260846,0.6319558823436076
2035,GBR,0.4313872707369254,0.05056567992426803,0.34933913953527596,0.5060812591346955
2035,DEU,0.5854366914758058,0.056003951929937235,0.4946333975795534,0.6788425392220917
2035,KOR,0.4107420863722836,0.051501057826498296,0.33503566510782573,0.48683600853317704
2035,JPN,0.5623911013158296,0.050769159807938356,0.48299854035620565,0.6537922235719476
2035,FRA,0.46538835263651795,0.052774643908270635,0.38048969565237123,0.5531432645917984
2035,CAN,0.36847955348949707,0.0448245427717153,0.2989156652247352,0.44727464263815947
2035,ARE,0.17172873827244503,0.038704040152214125,0.11323219264913008,0.23547651558718408
2035,IND,0.359152635082218,0.049833920408391574,0.280310709885265,0.4405049554937603
