序号,Institution,Country/Region,Count（Geometric mean count of papers published across all areas）,Faculty（Number of faculty who have published in these areas）
1,Carnegie Mellon University,United States,2.8,11
1,Univ. of California - Berkeley,United States,2.8,10
3,University of Toronto,Canada,2.3,10
4,Hebrew University of Jerusalem,Israel,2.2,8
5,Technion,Israel,1.9,7
6,Cornell University,United States,1.8,7
6,HKUST,Hong Kong,1.8,4
6,University of Edinburgh,United Kingdom,1.8,7
6,University of Pennsylvania,United States,1.8,9
10,Johns Hopkins University,United States,1.7,6
10,National University of Singapore,Singapore,1.7,5
10,Univ. of Illinois at Urbana-Champaign,United States,1.7,6
13,Columbia University,United States,1.6,6
13,Massachusetts Inst. of Technology,United States,1.6,7
13,Max Planck Society,Germany,1.6,4
13,Univ. of California - San Diego,United States,1.6,6
13,University College London,United Kingdom,1.6,3
13,University of Alberta,Canada,1.6,7
19,RWTH Aachen University,Germany,1.5,4
19,Radboud University,Netherlands,1.5,3
19,Univ. of California - Irvine,United States,1.5,5
19,Univ. of California - Los Angeles,United States,1.5,4
19,University of Cambridge,United Kingdom,1.5,5
19,University of Washington,United States,1.5,5
19,Yale University,United States,1.5,2
26,Princeton University,United States,1.4,5
26,Stanford University,United States,1.4,2
26,Univ. of California - Santa Cruz,United States,1.4,7
26,Univ. of Maryland - College Park,United States,1.4,5
26,University of Montreal,Canada,1.4,6
26,University of Stuttgart,Germany,1.4,3
26,University of Texas at Dallas,United States,1.4,4
33,EPFL,Switzerland,1.3,2
33,ETH Zurich,Switzerland,1.3,3
33,Harvard University,United States,1.3,3
33,INSAIT,Bulgaria,1.3,1
33,MBZUAI,United Arab Emirates,1.3,3
33,Monash University,Australia,1.3,5
33,Oregon State University,United States,1.3,3
33,Peking University,China,1.3,2
33,Rutgers University,United States,1.3,3
33,TU Berlin,Germany,1.3,4
33,Tel Aviv University,Israel,1.3,4
33,UNSW,Australia,1.3,2
33,Univ. of Massachusetts Amherst,United States,1.3,4
33,University of Amsterdam,Netherlands,1.3,3
33,University of Manchester,United Kingdom,1.3,3
33,University of Melbourne,Australia,1.3,4
33,University of Texas at Austin,United States,1.3,4
33,University of Waterloo,Canada,1.3,4
51,Arizona State University,United States,1.2,3
51,Bar-Ilan University,Israel,1.2,3
51,Bielefeld University,Germany,1.2,2
51,Birkbeck University of London,United Kingdom,1.2,3
51,Chinese University of Hong Kong,Hong Kong,1.2,3
51,Czech Technical University,Czech Republic,1.2,2
51,Georgia Institute of Technology,United States,1.2,2
51,Goethe University Frankfurt,Germany,1.2,1
51,Heidelberg University,Germany,1.2,4
51,JKU Linz,Austria,1.2,2
51,KTH Royal Inst. of Technology,Sweden,1.2,2
51,North Carolina State University,United States,1.2,2
51,Northeastern University,United States,1.2,2
51,Northwestern University,United States,1.2,2
51,Pennsylvania State University,United States,1.2,3
51,TTI Chicago,United States,1.2,2
51,TU Munich,Germany,1.2,3
51,Tampere University,Finland,1.2,1
51,Tsinghua University,China,1.2,3
51,Univ. of California - Merced,United States,1.2,1
51,Univ. of Maryland - Baltimore County,United States,1.2,2
51,University of Arizona,United States,1.2,3
51,University of Auckland,New Zealand,1.2,3
51,University of Bristol,United Kingdom,1.2,3
51,University of British Columbia,Canada,1.2,3
51,University of Copenhagen,Denmark,1.2,2
51,University of Florida,United States,1.2,2
51,University of Illinois at Chicago,United States,1.2,2
51,University of Michigan,United States,1.2,3
51,University of Wisconsin - Madison,United States,1.2,3
51,University of York,United Kingdom,1.2,1
51,Weizmann Institute of Science,Israel,1.2,2
83,AUEB,Greece,1.1,1
83,Aalto University,Finland,1.1,1
83,Aarhus University,Denmark,1.1,2
83,Adelaide University,Australia,1.1,1
83,Ben-Gurion University of the Negev,Israel,1.1,1
83,Brown University,United States,1.1,3
83,CUHK (SZ),China,1.1,1
83,CUNY,United States,1.1,1
83,California Inst. of Technology,United States,1.1,1
83,Cardiff University,United Kingdom,1.1,1
83,Case Western Reserve University,United States,1.1,2
83,City University of Hong Kong,Hong Kong,1.1,2
83,DTU,Denmark,1.1,1
83,Dalhousie University,Canada,1.1,1
83,Duke University,United States,1.1,1
83,Ecole Normale Superieure,France,1.1,2
83,Florida State University,United States,1.1,1
83,George Mason University,United States,1.1,2
83,Graz University of Technology,Austria,1.1,2
83,Hasso Plattner Institute,Germany,1.1,1
83,IIT Bombay,India,1.1,3
83,IIT Madras,India,1.1,1
83,IST Austria,Austria,1.1,1
83,IT University of Copenhagen,Denmark,1.1,1
83,Imperial College London,United Kingdom,1.1,1
83,KAIST,South Korea,1.1,2
83,KAUST,Saudi Arabia,1.1,1
83,Kyoto University,Japan,1.1,2
83,LMU Munich,Germany,1.1,1
83,Leiden University,Netherlands,1.1,1
83,Maastricht University,Netherlands,1.1,1
83,Macquarie University,Australia,1.1,1
83,Michigan State University,United States,1.1,1
83,Mississippi State University,United States,1.1,1
83,NAIST,Japan,1.1,1
83,Nanjing University,China,1.1,1
83,New York University,United States,1.1,1
83,Ohio State University,United States,1.1,1
83,Osaka University,Japan,1.1,1
83,Polytechnique Montreal,Canada,1.1,1
83,Purdue University,United States,1.1,1
83,Qatar Computing Research Inst.,Qatar,1.1,1
83,Queen Mary University of London,United Kingdom,1.1,1
83,Renmin University of China,China,1.1,2
83,Saarland University,Germany,1.1,1
83,Sapienza University of Rome,Italy,1.1,1
83,Seoul National University,South Korea,1.1,1
83,Simon Fraser University,Canada,1.1,1
83,Singapore Management University,Singapore,1.1,1
83,Soochow University,China,1.1,1
83,Stony Brook University,United States,1.1,1
83,Sun Yat-sen University,China,1.1,1
83,TU Darmstadt,Germany,1.1,1
83,TU Delft,Netherlands,1.1,1
83,TU Wien,Austria,1.1,2
83,The Hong Kong Polytechnic Univ.,Hong Kong,1.1,2
83,Tokyo Institute of Technology,Japan,1.1,2
83,UCCS,United States,1.1,1
83,UFMG,Brazil,1.1,3
83,USTC,China,1.1,1
83,Univ. of California - Riverside,United States,1.1,1
83,Univ. of Wisconsin - Milwaukee,United States,1.1,1
83,Universidade de Lisboa,Portugal,1.1,2
83,University of A Coruña,Spain,1.1,1
83,University of Basel,Switzerland,1.1,1
83,University of Bath,United Kingdom,1.1,1
83,University of Bern,Switzerland,1.1,1
83,University of Birmingham,United Kingdom,1.1,1
83,University of Central Florida,United States,1.1,1
83,University of Chicago,United States,1.1,1
83,University of Colorado Boulder,United States,1.1,2
83,University of Crete,Greece,1.1,2
83,University of Delaware,United States,1.1,1
