序号,Institution,Country/Region,Count（Geometric mean count of papers published across all areas）,Faculty（Number of faculty who have published in these areas）
1,Carnegie Mellon University,United States,4.7,28
2,Cornell University,United States,3.5,18
2,Univ. of Maryland - College Park,United States,3.5,11
2,Univ. of Massachusetts Amherst,United States,3.5,16
5,Univ. of California - Berkeley,United States,3.4,13
5,University of Washington,United States,3.4,18
7,National University of Singapore,Singapore,3.2,12
7,Peking University,China,3.2,24
9,Univ. of Illinois at Urbana-Champaign,United States,3.1,14
10,HKUST,Hong Kong,3.0,16
10,Massachusetts Inst. of Technology,United States,3.0,17
12,Technion,Israel,2.9,20
12,University of Texas at Austin,United States,2.9,12
14,Chinese Academy of Sciences,China,2.7,22
14,MBZUAI,United Arab Emirates,2.7,11
16,Tsinghua University,China,2.6,23
16,University of Pennsylvania,United States,2.6,9
18,University of Edinburgh,United Kingdom,2.5,18
19,CUHK (SZ),China,2.4,6
19,Columbia University,United States,2.4,12
19,Stanford University,United States,2.4,13
19,TU Munich,Germany,2.4,9
19,Zhejiang University,China,2.4,18
24,Nanjing University,China,2.3,15
24,University of Amsterdam,Netherlands,2.3,13
24,University of Cambridge,United Kingdom,2.3,11
27,University of Tokyo,Japan,2.2,10
28,University of Alberta,Canada,2.1,16
28,University of Michigan,United States,2.1,9
30,EPFL,Switzerland,2.0,9
30,Johns Hopkins University,United States,2.0,10
30,Northwestern University,United States,2.0,9
30,Univ. of California - Irvine,United States,2.0,10
30,University of Toronto,Canada,2.0,13
30,University of Waterloo,Canada,2.0,14
36,Australian National University,Australia,1.9,9
36,Chinese University of Hong Kong,Hong Kong,1.9,9
36,Duke University,United States,1.9,5
36,Fudan University,China,1.9,12
36,Georgia Institute of Technology,United States,1.9,10
36,Hebrew University of Jerusalem,Israel,1.9,10
36,Max Planck Society,Germany,1.9,9
36,Northeastern University,United States,1.9,10
36,Oregon State University,United States,1.9,7
36,Univ. of California - Los Angeles,United States,1.9,8
36,Univ. of California - San Diego,United States,1.9,10
36,University of Wisconsin - Madison,United States,1.9,10
48,LMU Munich,Germany,1.8,8
48,Nanyang Technological University,Singapore,1.8,13
48,Sapienza University of Rome,Italy,1.8,11
48,Universidade de Lisboa,Portugal,1.8,10
52,Adelaide University,Australia,1.7,9
52,Ben-Gurion University of the Negev,Israel,1.7,9
52,Harvard University,United States,1.7,9
52,KAIST,South Korea,1.7,9
52,National Inst. of Informatics,Japan,1.7,7
52,New York University,United States,1.7,7
52,RWTH Aachen University,Germany,1.7,6
52,Rutgers University,United States,1.7,8
52,Simon Fraser University,Canada,1.7,6
52,University of Illinois at Chicago,United States,1.7,9
52,University of Texas at Dallas,United States,1.7,7
52,Weizmann Institute of Science,Israel,1.7,4
64,Arizona State University,United States,1.6,7
64,Bar-Ilan University,Israel,1.6,7
64,ETH Zurich,Switzerland,1.6,5
