序号,Institution,Country/Region,Count（Geometric mean count of papers published across all areas）,Faculty（Number of faculty who have published in these areas）
1,Carnegie Mellon University,United States,3.5,25
1,HKUST,Hong Kong,3.5,15
3,Univ. of California - Berkeley,United States,3.2,15
4,Massachusetts Inst. of Technology,United States,3.0,16
4,Technion,Israel,3.0,15
6,Peking University,China,2.9,17
7,Cornell University,United States,2.8,16
8,University of Pennsylvania,United States,2.6,8
9,Johns Hopkins University,United States,2.5,11
9,Tsinghua University,China,2.5,15
11,MBZUAI,United Arab Emirates,2.4,8
12,Hebrew University of Jerusalem,Israel,2.3,8
12,National University of Singapore,Singapore,2.3,11
12,Univ. of Maryland - College Park,United States,2.3,9
12,University of Alberta,Canada,2.3,14
12,University of Michigan,United States,2.3,10
12,University of Waterloo,Canada,2.3,12
18,Columbia University,United States,2.2,11
19,Chinese University of Hong Kong,Hong Kong,2.1,8
19,Max Planck Society,Germany,2.1,9
21,Chinese Academy of Sciences,China,2.0,16
21,Northwestern University,United States,2.0,8
21,Univ. of Illinois at Urbana-Champaign,United States,2.0,9
21,University of Amsterdam,Netherlands,2.0,8
25,Harvard University,United States,1.9,7
25,Univ. of California - San Diego,United States,1.9,11
25,University of Edinburgh,United Kingdom,1.9,11
25,University of Toronto,Canada,1.9,13
25,University of Washington,United States,1.9,9
30,Ecole Normale Superieure,France,1.8,2
30,Pennsylvania State University,United States,1.8,6
30,Stanford University,United States,1.8,6
30,University College London,United Kingdom,1.8,8
34,CUHK (SZ),China,1.7,6
34,EPFL,Switzerland,1.7,6
34,Oregon State University,United States,1.7,5
34,TU Darmstadt,Germany,1.7,5
34,TU Munich,Germany,1.7,6
34,University of Wisconsin - Madison,United States,1.7,7
34,Zhejiang University,China,1.7,13
41,Bar-Ilan University,Israel,1.6,7
41,Brown University,United States,1.6,5
41,Czech Technical University,Czech Republic,1.6,8
41,Graz University of Technology,Austria,1.6,5
41,Nanyang Technological University,Singapore,1.6,9
41,Princeton University,United States,1.6,6
41,Rutgers University,United States,1.6,5
41,Singapore Management University,Singapore,1.6,4
41,Univ. of California - Santa Cruz,United States,1.6,6
41,Univ. of Massachusetts Amherst,United States,1.6,7
41,University of Oxford,United Kingdom,1.6,8
41,Weizmann Institute of Science,Israel,1.6,6
53,Concordia University,Canada,1.5,4
53,ETH Zurich,Switzerland,1.5,5
53,Georgia Institute of Technology,United States,1.5,6
53,Nanjing University,China,1.5,4
53,Northeastern University,United States,1.5,6
53,Shanghai Jiao Tong University,China,1.5,5
53,Univ. of California - Irvine,United States,1.5,7
53,Univ. of California - Los Angeles,United States,1.5,5
53,University at Buffalo,United States,1.5,5
53,University of British Columbia,Canada,1.5,5
53,University of Cambridge,United Kingdom,1.5,3
53,University of Central Florida,United States,1.5,3
53,University of Manchester,United Kingdom,1.5,8
53,University of Texas at Austin,United States,1.5,6
67,Adelaide University,Australia,1.4,3
67,Ben-Gurion University of the Negev,Israel,1.4,4
67,California Inst. of Technology,United States,1.4,2
67,Heidelberg University,Germany,1.4,6
67,IST Austria,Austria,1.4,2
67,KU Leuven,Belgium,1.4,2
67,National Taiwan University,Taiwan,1.4,5
67,RWTH Aachen University,Germany,1.4,4
67,Simon Fraser University,Canada,1.4,4
67,TU Wien,Austria,1.4,8
67,Tel Aviv University,Israel,1.4,5
67,University of Colorado Boulder,United States,1.4,4
67,University of Crete,Greece,1.4,4
67,University of Florida,United States,1.4,4
67,University of Illinois at Chicago,United States,1.4,6
67,University of Melbourne,Australia,1.4,5
67,University of Montreal,Canada,1.4,4
67,University of Rochester,United States,1.4,3
67,University of Stuttgart,Germany,1.4,5
67,University of Tokyo,Japan,1.4,4
