序号,Institution,Country/Region,Count（Geometric mean count of papers published across all areas）,Faculty（Number of faculty who have published in these areas）
170,University of Birmingham,United Kingdom,1.7,6
170,University of Liverpool,United Kingdom,1.7,12
170,University of Manchester,United Kingdom,1.7,9
170,University of Pittsburgh,United States,1.7,7
170,University of Queensland,Australia,1.7,9
170,University of Zurich,Switzerland,1.7,4
170,Vanderbilt University,United States,1.7,9
191,Aalto University,Finland,1.6,7
191,Binghamton University,United States,1.6,6
191,CRIStAL,France,1.6,9
191,IIIT Delhi,India,1.6,5
191,National Chiao Tung University,Taiwan,1.6,7
191,Osaka University,Japan,1.6,5
191,Rochester Inst. of Technology,United States,1.6,9
191,Sungkyunkwan University,South Korea,1.6,6
191,Univ. of Maryland - Baltimore County,United States,1.6,10
191,University of Aberdeen,United Kingdom,1.6,7
191,University of Bristol,United Kingdom,1.6,6
191,University of Delaware,United States,1.6,6
191,University of Southampton,United Kingdom,1.6,8
191,University of Texas at Arlington,United States,1.6,3
191,VU Amsterdam,Netherlands,1.6,4
191,Yale University,United States,1.6,9
207,Concordia University,Canada,1.5,6
207,Friedrich Schiller University Jena,Germany,1.5,5
207,Graz University of Technology,Austria,1.5,6
207,Heidelberg University,Germany,1.5,4
207,IIT Kharagpur,India,1.5,6
207,IST Austria,Austria,1.5,5
207,NJIT,United States,1.5,8
207,NYU Abu Dhabi,United Arab Emirates,1.5,5
207,Polytechnique Montreal,Canada,1.5,4
207,RMIT University,Australia,1.5,12
207,RWTH Aachen University,Germany,1.5,5
207,Rensselaer Polytechnic Institute,United States,1.5,6
207,SUFE,China,1.5,6
207,Sichuan University,China,1.5,7
207,Stevens Institute of Technology,United States,1.5,7
207,TU Berlin,Germany,1.5,5
207,Tulane University,United States,1.5,3
207,University of Bonn,Germany,1.5,6
207,University of South Florida,United States,1.5,7
226,AUEB,Greece,1.4,4
226,Aalborg University,Denmark,1.4,5
226,Auburn University,United States,1.4,4
226,Bocconi University,Italy,1.4,6
226,Carleton University,Canada,1.4,2
226,Case Western Reserve University,United States,1.4,6
226,Clemson University,United States,1.4,5
226,DTU,Denmark,1.4,6
226,Drexel University,United States,1.4,5
226,Florida State University,United States,1.4,4
226,Georgetown University,United States,1.4,4
226,HSE University,Russia,1.4,5
226,IIT Hyderabad,India,1.4,3
226,IIT Jodhpur,India,1.4,6
226,IT University of Copenhagen,Denmark,1.4,4
226,Lancaster University,United Kingdom,1.4,5
226,Leiden University,Netherlands,1.4,3
226,National Tsing Hua University,Taiwan,1.4,6
226,North Carolina State University,United States,1.4,6
226,TU Dresden,Germany,1.4,5
226,UNC - Charlotte,United States,1.4,7
226,University of A Coruña,Spain,1.4,2
226,University of Basel,Switzerland,1.4,4
226,University of Bath,United Kingdom,1.4,6
226,University of Cincinnati,United States,1.4,5
226,University of Connecticut,United States,1.4,4
226,University of Freiburg,Germany,1.4,4
226,University of Fribourg,Switzerland,1.4,2
226,University of Glasgow,United Kingdom,1.4,4
226,University of Ottawa,Canada,1.4,2
226,University of Pisa,Italy,1.4,5
226,University of Szeged,Hungary,1.4,2
226,University of Warsaw,Poland,1.4,5
226,Université Laval,Canada,1.4,7
260,Aarhus University,Denmark,1.3,6
260,CUNY,United States,1.3,4
260,College of William and Mary,United States,1.3,6
260,ETS Montreal,Canada,1.3,5
260,East China Normal University,China,1.3,4
260,Heriot-Watt University,United Kingdom,1.3,6
260,IIT Kanpur,India,1.3,4
260,Iowa State University,United States,1.3,4
260,KU Leuven,Belgium,1.3,4
260,NTUA,Greece,1.3,4
260,NYU Shanghai,China,1.3,4
260,Qatar Computing Research Inst.,Qatar,1.3,5
260,Radboud University,Netherlands,1.3,6
260,Royal Holloway Univ. of London,United Kingdom,1.3,4
260,Ruhr-University Bochum,Germany,1.3,3
260,Syracuse University,United States,1.3,4
260,Tokyo Institute of Technology,Japan,1.3,2
260,UC Chile,Chile,1.3,4
260,UFMG,Brazil,1.3,5
260,UNIST,South Korea,1.3,5
260,Univ. of Modena and Reggio Emilia,Italy,1.3,5
260,University College Dublin,Ireland,1.3,5
260,University of Florida,United States,1.3,4
260,University of Georgia,United States,1.3,5
260,University of Groningen,Netherlands,1.3,7
260,University of Guelph,Canada,1.3,3
260,University of Hamburg,Germany,1.3,4
260,University of Leeds,United Kingdom,1.3,6
260,University of Leipzig,Germany,1.3,3
260,University of Massachusetts Lowell,United States,1.3,2
260,University of New Hampshire,United States,1.3,3
260,University of Stuttgart,Germany,1.3,6
260,University of Tsukuba,Japan,1.3,6
260,University of York,United Kingdom,1.3,3
260,Université Jean Monnet,France,1.3,3
260,Université Paris Dauphine,France,1.3,5
260,VinUniversity,Vietnam,1.3,4
260,Washington State University,United States,1.3,3
260,Wayne State University,United States,1.3,2
260,West Virginia University,United States,1.3,5
300,Bauhaus University Weimar,Germany,1.2,1
300,Boğaziçi University,Turkey,1.2,2
300,Brigham Young University,United States,1.2,5
300,Chongqing University,China,1.2,6
300,Colorado School of Mines,United States,1.2,3
300,Freie Universitaet Berlin,Germany,1.2,2
300,Goethe University Frankfurt,Germany,1.2,2
300,Hanyang University,South Korea,1.2,2
300,IIT Gandhinagar,India,1.2,3
300,ISI Kolkata,India,1.2,3
300,Illinois Institute of Technology,United States,1.2,2
300,KTH Royal Inst. of Technology,Sweden,1.2,2
300,Karlsruhe Inst. of Technology,Germany,1.2,5
300,LUMS,Pakistan,1.2,4
300,Lehigh University,United States,1.2,3
300,Portland State University,United States,1.2,3
300,Queen's University Belfast,United Kingdom,1.2,3
300,Queen’s University,Canada,1.2,1
300,TU Clausthal,Germany,1.2,1
300,TU Dortmund,Germany,1.2,3
300,TU Eindhoven,Netherlands,1.2,4
300,Tampere University,Finland,1.2,3
300,Temple University,United States,1.2,4
300,Tilburg University,Netherlands,1.2,2
300,Tufts University,United States,1.2,4
300,UAEU,United Arab Emirates,1.2,1
300,USP-ICMC,Brazil,1.2,3
300,UiT The Arctic Univ. of Norway,Norway,1.2,6
300,University of Athens,Greece,1.2,2
300,University of Auckland,New Zealand,1.2,4
300,University of Bergen,Norway,1.2,3
300,University of Düsseldorf,Germany,1.2,1
300,University of Essex,United Kingdom,1.2,2
300,University of Göttingen,Germany,1.2,5
300,University of Haifa,Israel,1.2,3
300,University of Hannover,Germany,1.2,1
300,University of Houston,United States,1.2,3
300,University of Lübeck,Germany,1.2,3
300,University of Mainz,Germany,1.2,2
300,University of Manitoba,Canada,1.2,2
300,University of Mannheim,Germany,1.2,3
300,University of Missouri,United States,1.2,1
300,University of Nebraska,United States,1.2,3
300,University of North Texas,United States,1.2,3
300,University of Padova,Italy,1.2,2
300,University of South Carolina,United States,1.2,4
300,University of Vienna,Austria,1.2,5
300,University of Western Australia,Australia,1.2,2
300,University of Wollongong,Australia,1.2,3
300,Université du Québec à Montréal,Canada,1.2,2
300,Uppsala University,Sweden,1.2,6
300,Utrecht University,Netherlands,1.2,3
300,Victoria University of Wellington,New Zealand,1.2,3
300,Waseda University,Japan,1.2,3
354,Aberystwyth University,United Kingdom,1.1,2
354,Ariel University,Israel,1.1,1
354,Augusta University,United States,1.1,1
354,BUET,Bangladesh,1.1,2
354,Beijing Institute of Technology,China,1.1,1
354,Bielefeld University,Germany,1.1,1
354,Bilkent University,Turkey,1.1,1
354,Birkbeck University of London,United Kingdom,1.1,2
354,Brandeis University,United States,1.1,3
354,CWI,Netherlands,1.1,1
354,Chalmers/GU,Sweden,1.1,2
354,Charles University,Czech Republic,1.1,1
354,City University of London,United Kingdom,1.1,2
354,City University of Macau,Macao,1.1,3
354,Colorado State University,United States,1.1,1
354,DePaul University,United States,1.1,2
354,Durham University,United Kingdom,1.1,1
354,Ecole Normale Superieure de Cachan,France,1.1,1
354,Florida Atlantic University,United States,1.1,2
354,Florida International University,United States,1.1,2
354,GSSI,Italy,1.1,2
354,George Washington University,United States,1.1,2
354,Georgia State University,United States,1.1,2
354,IIIT Bangalore,India,1.1,1
354,IIT Guwahati,India,1.1,1
354,IIT Mandi,India,1.1,1
354,IIT Patna,India,1.1,2
354,IMDEA Software Institute,Spain,1.1,1
354,IMSc,India,1.1,1
354,Kansas State University,United States,1.1,1
354,Keio University,Japan,1.1,2
354,Kent State University,United States,1.1,1
354,Loughborough University,United Kingdom,1.1,2
354,Masaryk University,Czech Republic,1.1,2
354,Massey University,New Zealand,1.1,1
354,McMaster University,Canada,1.1,2
354,Middle East Technical University,Turkey,1.1,2
354,Mohammed VI Polytechnic University,Morocco,1.1,1
354,Monash University Indonesia,Indonesia,1.1,1
354,NAIST,Japan,1.1,2
354,National Cheng Kung University,Taiwan,1.1,1
354,New Mexico State University,United States,1.1,2
354,Northwest University,China,1.1,2
354,Oakland University,United States,1.1,1
354,PUC-RIO,Brazil,1.1,3
354,PUC-RS,Brazil,1.1,1
354,Qatar University,Qatar,1.1,2
354,Sharif University of Technology,Iran,1.1,2
354,TU Kaiserslautern,Germany,1.1,2
354,Texas Tech University,United States,1.1,2
354,The Catholic University of Korea,South Korea,1.1,2
354,Trinity College Dublin,Ireland,1.1,2
354,Univ. of Massachusetts Dartmouth,United States,1.1,1
354,Universidad de Chile,Chile,1.1,1
354,Universidad de los Andes,Colombia,1.1,1
354,University of Arkansas,United States,1.1,2
354,University of Bamberg,Germany,1.1,1
354,University of Bern,Switzerland,1.1,1
354,University of Cologne,Germany,1.1,2
354,University of Crete,Greece,1.1,1
354,University of Dhaka,Bangladesh,1.1,1
354,University of Dundee,United Kingdom,1.1,1
354,University of Exeter,United Kingdom,1.1,3
354,University of Hawaii at Manoa,United States,1.1,1
354,University of Iowa,United States,1.1,2
354,University of Kansas,United States,1.1,1
354,University of Kentucky,United States,1.1,2
354,University of Magdeburg,Germany,1.1,1
354,University of Malaya,Malaysia,1.1,1
354,University of Nevada,United States,1.1,1
354,University of New Mexico,United States,1.1,1
354,University of Nottingham,United Kingdom,1.1,2
354,University of Oklahoma,United States,1.1,2
354,University of Potsdam,Germany,1.1,1
354,University of Salerno,Italy,1.1,1
354,University of Salzburg,Austria,1.1,1
354,University of Siegen,Germany,1.1,1
354,University of St Andrews,United Kingdom,1.1,1
354,University of Strathclyde,United Kingdom,1.1,3
354,University of Sussex,United Kingdom,1.1,1
354,University of Texas - El Paso,United States,1.1,2
354,University of Texas at San Antonio,United States,1.1,2
354,University of Ulm,Germany,1.1,2
354,Università della Svizzera italiana,Switzerland,1.1,2
354,Virginia Commonwealth University,United States,1.1,1
354,Western Sydney University,Australia,1.1,1
354,Western University,Canada,1.1,2
354,Yangzhou University,China,1.1,4
442,American University of Beirut,Lebanon,1.0,1
442,Boise State University,United States,1.0,1
442,Boston College,United States,1.0,1
442,Brno University of Technology,Czech Republic,1.0,1
442,CMI,India,1.0,1
442,Central South University,China,1.0,1
442,Cleveland State University,United States,1.0,2
442,EURECOM,France,1.0,1
442,Ecole Normale Superieure de Rennes,France,1.0,1
442,IIT Goa,India,1.0,1
442,IIT Indore,India,1.0,1
442,IIT Roorkee,India,1.0,1
442,IMDEA Networks Institute,Spain,1.0,1
442,JKU Linz,Austria,1.0,1
442,Kyung Hee University,South Korea,1.0,1
442,Middlesex University,United Kingdom,1.0,1
442,Mississippi State University,United States,1.0,1
442,NTNU,Norway,1.0,1
442,New Mexico Tech,United States,1.0,1
442,Open University UK,United Kingdom,1.0,1
442,Polytechnic Univ. of Catalonia,Spain,1.0,1
442,SUAT,China,1.0,1
442,Saint Louis University,United States,1.0,1
442,Tata Inst. of Fundamental Research,India,1.0,1
442,Texas State University,United States,1.0,1
442,The University of Alabama,United States,1.0,1
442,UFPR,Brazil,1.0,1
442,UFRGS,Brazil,1.0,1
442,UNC - Greensboro,United States,1.0,1
442,Univ. of Louisiana - Lafayette,United States,1.0,1
442,University at Albany - SUNY,United States,1.0,1
442,University of Augsburg,Germany,1.0,1
442,University of Calgary,Canada,1.0,1
442,University of Colorado - Denver,United States,1.0,1
442,University of Duisburg-Essen,Germany,1.0,1
442,University of Erlangen–Nuremberg,Germany,1.0,1
442,University of Kassel,Germany,1.0,1
442,University of Luxembourg,Luxembourg,1.0,1
442,University of Massachusetts Boston,United States,1.0,1
442,University of Regina,Canada,1.0,1
442,University of Tennessee,United States,1.0,1
442,University of Vermont,United States,1.0,1
442,University of Victoria,Canada,1.0,1
442,University of Waikato,New Zealand,1.0,1
442,VISTEC,Thailand,1.0,1
