序号,Institution,Country/Region,Count（Geometric mean count of papers published across all areas）,Faculty（Number of faculty who have published in these areas）
1,Carnegie Mellon University,United States,6.0,37
2,Tsinghua University,China,4.0,22
3,Cornell University,United States,3.8,21
4,National University of Singapore,Singapore,3.6,16
4,Technion,Israel,3.6,26
6,Stanford University,United States,3.5,17
7,Massachusetts Inst. of Technology,United States,3.4,26
7,Peking University,China,3.4,30
9,Chinese Academy of Sciences,China,3.2,26
9,Zhejiang University,China,3.2,24
11,Chinese University of Hong Kong,Hong Kong,3.0,11
11,Univ. of California - Berkeley,United States,3.0,16
11,Univ. of Massachusetts Amherst,United States,3.0,13
11,University of Pennsylvania,United States,3.0,12
15,Univ. of Maryland - College Park,United States,2.9,12
16,University of Toronto,Canada,2.8,20
17,HKUST,Hong Kong,2.7,13
17,Univ. of California - San Diego,United States,2.7,17
17,Univ. of Illinois at Urbana-Champaign,United States,2.7,16
20,Columbia University,United States,2.6,14
20,EPFL,Switzerland,2.6,13
20,Johns Hopkins University,United States,2.6,10
20,Max Planck Society,Germany,2.6,12
20,University of Edinburgh,United Kingdom,2.6,22
25,MBZUAI,United Arab Emirates,2.5,13
25,Nanjing University,China,2.5,21
27,University of Michigan,United States,2.4,13
27,University of Waterloo,Canada,2.4,11
29,Hebrew University of Jerusalem,Israel,2.3,12
29,Imperial College London,United Kingdom,2.3,11
29,Nanyang Technological University,Singapore,2.3,15
29,University of Alberta,Canada,2.3,12
29,University of Texas at Austin,United States,2.3,9
29,University of Washington,United States,2.3,11
35,Harvard University,United States,2.2,10
35,Northwestern University,United States,2.2,6
35,Soochow University,China,2.2,12
38,Australian National University,Australia,2.1,10
38,New York University,United States,2.1,14
38,Pennsylvania State University,United States,2.1,8
38,Seoul National University,South Korea,2.1,13
38,University of British Columbia,Canada,2.1,12
38,University of Cambridge,United Kingdom,2.1,9
38,University of Wisconsin - Madison,United States,2.1,9
45,Bar-Ilan University,Israel,2.0,10
45,CUHK (SZ),China,2.0,7
45,Georgia Institute of Technology,United States,2.0,12
45,Harbin Institute of Technology,China,2.0,11
45,KAIST,South Korea,2.0,13
45,TU Munich,Germany,2.0,8
45,Tel Aviv University,Israel,2.0,11
45,Univ. of California - Irvine,United States,2.0,11
45,University of Amsterdam,Netherlands,2.0,11
45,University of Illinois at Chicago,United States,2.0,7
45,University of Oxford,United Kingdom,2.0,10
56,Carleton University,Canada,1.9,1
56,ETH Zurich,Switzerland,1.9,8
56,Fudan University,China,1.9,15
56,NWPU,China,1.9,5
56,Oregon State University,United States,1.9,6
56,Rutgers University,United States,1.9,8
56,Sapienza University of Rome,Italy,1.9,6
56,TU Darmstadt,Germany,1.9,6
56,USTC,China,1.9,14
56,Universidade de Lisboa,Portugal,1.9,12
56,University of Montreal,Canada,1.9,7
67,Adelaide University,Australia,1.8,10
67,Northeastern University,United States,1.8,12
67,RWTH Aachen University,Germany,1.8,6
67,Stony Brook University,United States,1.8,10
67,TTI Chicago,United States,1.8,7
67,Univ. of California - Los Angeles,United States,1.8,9
67,University College London,United Kingdom,1.8,9
67,University of Texas at Dallas,United States,1.8,6
67,University of Tokyo,Japan,1.8,9
76,Arizona State University,United States,1.7,6
76,Boston University,United States,1.7,10
76,Duke University,United States,1.7,9
76,Ecole Normale Superieure,France,1.7,4
76,Princeton University,United States,1.7,11
76,Renmin University of China,China,1.7,9
76,Rice University,United States,1.7,8
76,Sun Yat-sen University,China,1.7,6
76,TU Wien,Austria,1.7,11
76,Texas A&amp;M University,United States,1.7,5
76,University of Copenhagen,Denmark,1.7,10
76,University of Rochester,United States,1.7,5
76,University of Stuttgart,Germany,1.7,6
76,Westlake University,China,1.7,5
90,Ben-Gurion University of the Negev,Israel,1.6,9
90,Czech Technical University,Czech Republic,1.6,8
90,Heidelberg University,Germany,1.6,6
90,KAUST,Saudi Arabia,1.6,7
90,POSTECH,South Korea,1.6,9
90,Purdue University,United States,1.6,8
90,Shanghai Jiao Tong University,China,1.6,11
90,Singapore Management University,Singapore,1.6,9
90,TU Delft,Netherlands,1.6,12
90,Tianjin University,China,1.6,7
90,Univ. of California - Santa Cruz,United States,1.6,7
