序号,Institution,Country/Region,Count（Geometric mean count of papers published across all areas）,Faculty（Number of faculty who have published in these areas）
1,Carnegie Mellon University,United States,5.3,30
2,Massachusetts Inst. of Technology,United States,3.6,18
3,HKUST,Hong Kong,3.2,11
3,National University of Singapore,Singapore,3.2,13
5,Univ. of California - Berkeley,United States,3.1,13
5,Univ. of Massachusetts Amherst,United States,3.1,10
7,University of Alberta,Canada,3.0,17
7,University of Edinburgh,United Kingdom,3.0,18
9,Chinese University of Hong Kong,Hong Kong,2.9,10
9,Technion,Israel,2.9,16
11,Univ. of Illinois at Urbana-Champaign,United States,2.8,11
12,Cornell University,United States,2.6,15
13,Peking University,China,2.5,11
14,University of Amsterdam,Netherlands,2.4,8
15,Hebrew University of Jerusalem,Israel,2.3,11
15,Johns Hopkins University,United States,2.3,11
15,University of Texas at Austin,United States,2.3,7
18,MBZUAI,United Arab Emirates,2.2,10
18,Univ. of California - Santa Cruz,United States,2.2,9
18,Univ. of Maryland - College Park,United States,2.2,10
18,University of Washington,United States,2.2,11
18,Zhejiang University,China,2.2,14
23,Tsinghua University,China,2.1,13
23,University of Cambridge,United Kingdom,2.1,9
23,University of Michigan,United States,2.1,10
23,University of Toronto,Canada,2.1,12
23,University of Waterloo,Canada,2.1,8
28,Columbia University,United States,2.0,7
28,Georgia Institute of Technology,United States,2.0,8
28,Nanjing University,China,2.0,7
28,Northwestern University,United States,2.0,9
28,Oregon State University,United States,2.0,5
28,Stanford University,United States,2.0,7
28,TU Munich,Germany,2.0,7
28,Univ. of California - Irvine,United States,2.0,10
28,Univ. of California - San Diego,United States,2.0,9
28,University of Southern California,United States,2.0,9
38,Max Planck Society,Germany,1.9,8
38,University of British Columbia,Canada,1.9,9
38,University of Melbourne,Australia,1.9,7
41,Australian National University,Australia,1.8,7
41,Bar-Ilan University,Israel,1.8,8
41,EPFL,Switzerland,1.8,5
41,Graz University of Technology,Austria,1.8,7
41,RWTH Aachen University,Germany,1.8,6
41,Rutgers University,United States,1.8,5
41,University of Manchester,United Kingdom,1.8,6
41,University of Pennsylvania,United States,1.8,8
49,Ben-Gurion University of the Negev,Israel,1.7,8
49,Harvard University,United States,1.7,8
49,Stony Brook University,United States,1.7,7
49,Tel Aviv University,Israel,1.7,5
49,University College London,United Kingdom,1.7,7
49,University of Oxford,United Kingdom,1.7,10
49,University of Tokyo,Japan,1.7,8
56,Aalto University,Finland,1.6,3
56,Arizona State University,United States,1.6,6
56,Brown University,United States,1.6,7
56,CUHK (SZ),China,1.6,5
56,CUNY,United States,1.6,6
56,Chinese Academy of Sciences,China,1.6,7
56,Czech Technical University,Czech Republic,1.6,9
56,ETH Zurich,Switzerland,1.6,6
56,IIT Bombay,India,1.6,6
56,Nanyang Technological University,Singapore,1.6,7
56,New York University,United States,1.6,7
56,Pennsylvania State University,United States,1.6,5
56,Princeton University,United States,1.6,5
56,Saarland University,Germany,1.6,5
56,Simon Fraser University,Canada,1.6,6
56,Singapore Management University,Singapore,1.6,7
56,TU Wien,Austria,1.6,9
56,University of Montreal,Canada,1.6,7
74,Brigham Young University,United States,1.5,6
74,Duke University,United States,1.5,4
74,Ecole Normale Superieure,France,1.5,3
74,Indiana University,United States,1.5,6
74,KAIST,South Korea,1.5,6
74,National Taiwan University,Taiwan,1.5,5
74,POSTECH,South Korea,1.5,6
74,Sapienza University of Rome,Italy,1.5,10
74,TU Darmstadt,Germany,1.5,6
74,Univ. of California - Davis,United States,1.5,5
74,University at Buffalo,United States,1.5,6
74,University of Birmingham,United Kingdom,1.5,5
74,University of Central Florida,United States,1.5,3
74,University of Colorado Boulder,United States,1.5,6
74,University of Connecticut,United States,1.5,4
