序号,Institution,Country/Region,Count（Geometric mean count of papers published across all areas）,Faculty（Number of faculty who have published in these areas）
1,Tsinghua University,China,14.5,92
2,Peking University,China,14.1,89
3,Shanghai Jiao Tong University,China,12.7,79
4,Nanjing University,China,12.6,89
5,Zhejiang University,China,12.5,68
6,USTC,China,11.1,45
7,Carnegie Mellon University,United States,10.4,70
8,Nanyang Technological University,Singapore,10.2,43
9,KAIST,South Korea,9.7,48
10,National University of Singapore,Singapore,9.1,37
11,HKUST,Hong Kong,9.0,45
12,Chinese Academy of Sciences,China,8.9,52
13,Renmin University of China,China,8.7,36
14,Univ. of Illinois at Urbana-Champaign,United States,8.1,41
15,Fudan University,China,7.9,39
16,Seoul National University,South Korea,7.0,55
17,Stanford University,United States,6.9,39
17,Univ. of Maryland - College Park,United States,6.9,36
19,Harbin Institute of Technology,China,6.6,55
20,Univ. of California - San Diego,United States,6.5,50
21,Chinese University of Hong Kong,Hong Kong,6.0,29
22,Georgia Institute of Technology,United States,5.9,50
22,Sun Yat-sen University,China,5.9,22
22,Univ. of California - Berkeley,United States,5.9,41
25,MBZUAI,United Arab Emirates,5.7,43
26,Cornell University,United States,5.4,44
26,Singapore Management University,Singapore,5.4,23
26,UESTC,China,5.4,44
29,Johns Hopkins University,United States,5.1,37
29,Massachusetts Inst. of Technology,United States,5.1,52
31,Univ. of California - Los Angeles,United States,5.0,21
32,BUPT,China,4.9,35
32,EPFL,Switzerland,4.9,30
32,University of Southern California,United States,4.9,35
35,ETH Zurich,Switzerland,4.8,22
35,University of Edinburgh,United Kingdom,4.8,37
35,University of Washington,United States,4.8,29
38,Beihang University,China,4.7,31
38,New York University,United States,4.7,35
38,Technion,Israel,4.7,30
38,University of Hong Kong,Hong Kong,4.7,19
38,University of Texas at Austin,United States,4.7,31
38,Westlake University,China,4.7,13
38,Wuhan University,China,4.7,24
45,TU Munich,Germany,4.5,27
46,The Hong Kong Polytechnic Univ.,Hong Kong,4.4,21
47,University of Illinois at Chicago,United States,4.3,14
48,CUHK (SZ),China,4.2,30
48,Max Planck Society,Germany,4.2,21
48,University of Amsterdam,Netherlands,4.2,19
48,University of Michigan,United States,4.2,28
52,City University of Hong Kong,Hong Kong,4.1,30
52,Northeastern University,United States,4.1,30
52,Texas A&amp;M University,United States,4.1,24
52,University of Cambridge,United Kingdom,4.1,23
52,University of Toronto,Canada,4.1,33
57,Univ. of Massachusetts Amherst,United States,4.0,27
57,University of Central Florida,United States,4.0,25
57,University of Pennsylvania,United States,4.0,29
60,Tel Aviv University,Israel,3.9,24
60,Xiamen University,China,3.9,25
62,University of North Carolina,United States,3.8,16
62,University of Waterloo,Canada,3.8,25
62,Yonsei University,South Korea,3.8,23
65,ShanghaiTech University,China,3.7,14
65,Stony Brook University,United States,3.7,27
67,Korea University,South Korea,3.6,19
67,Monash University,Australia,3.6,28
69,Boston University,United States,3.5,21
69,University of Wisconsin - Madison,United States,3.5,34
71,Australian National University,Australia,3.4,18
71,University of Melbourne,Australia,3.4,22
73,Columbia University,United States,3.3,20
73,Pennsylvania State University,United States,3.3,23
73,Princeton University,United States,3.3,22
76,Purdue University,United States,3.2,30
76,Shenzhen University,China,3.2,38
76,Tianjin University,China,3.2,15
76,University of Sydney,Australia,3.2,14
76,University of Virginia,United States,3.2,22
76,Xi'an Jiaotong University,China,3.2,24
82,KAUST,Saudi Arabia,3.0,13
82,Rutgers University,United States,3.0,21
82,University of Surrey,United Kingdom,3.0,18
82,University of Tokyo,Japan,3.0,16
86,Adelaide University,Australia,2.9,14
86,Harvard University,United States,2.9,20
86,Soochow University,China,2.9,17
86,University of British Columbia,Canada,2.9,19
90,Brown University,United States,2.8,16
90,Imperial College London,United Kingdom,2.8,20
90,National Inst. of Informatics,Japan,2.8,14
90,SUTD,Singapore,2.8,12
90,University of Alberta,Canada,2.8,24
90,Xidian University,China,2.8,27
96,Duke University,United States,2.7,23
96,Northwestern University,United States,2.7,21
96,Sichuan University,China,2.7,11
96,Univ. of California - Santa Barbara,United States,2.7,15
96,University at Buffalo,United States,2.7,16
96,University of Macau,Macao,2.7,15
96,University of Notre Dame,United States,2.7,12
