序号,Institution,Country/Region,Count（Geometric mean count of papers published across all areas）,Faculty（Number of faculty who have published in these areas）
1,Carnegie Mellon University,United States,3.8,21
2,Massachusetts Inst. of Technology,United States,2.9,13
2,Univ. of California - Berkeley,United States,2.9,12
4,Cornell University,United States,2.8,15
4,Univ. of Maryland - College Park,United States,2.8,11
4,University of Alberta,Canada,2.8,18
7,National University of Singapore,Singapore,2.7,8
8,HKUST,Hong Kong,2.6,12
8,Johns Hopkins University,United States,2.6,10
8,Tsinghua University,China,2.6,14
11,University of Washington,United States,2.4,10
12,Peking University,China,2.3,15
12,Univ. of Massachusetts Amherst,United States,2.3,7
14,Chinese University of Hong Kong,Hong Kong,2.2,10
14,Nanjing University,China,2.2,10
14,Stanford University,United States,2.2,6
17,Hebrew University of Jerusalem,Israel,2.1,8
17,MBZUAI,United Arab Emirates,2.1,8
17,Technion,Israel,2.1,12
17,Univ. of Illinois at Urbana-Champaign,United States,2.1,12
17,University of Amsterdam,Netherlands,2.1,9
17,University of Pennsylvania,United States,2.1,6
17,Zhejiang University,China,2.1,8
24,Chinese Academy of Sciences,China,2.0,13
24,Harvard University,United States,2.0,9
24,Max Planck Society,Germany,2.0,10
27,EPFL,Switzerland,1.9,9
27,Northeastern University,United States,1.9,11
27,University of Toronto,Canada,1.9,10
30,Bar-Ilan University,Israel,1.8,10
30,Columbia University,United States,1.8,8
30,Fudan University,China,1.8,9
30,Graz University of Technology,Austria,1.8,7
30,Univ. of California - Irvine,United States,1.8,7
30,Univ. of California - San Diego,United States,1.8,12
30,University of Edinburgh,United Kingdom,1.8,8
30,University of Michigan,United States,1.8,8
30,University of Texas at Austin,United States,1.8,5
30,University of Waterloo,Canada,1.8,8
30,University of Wisconsin - Madison,United States,1.8,9
41,CUHK (SZ),China,1.7,5
41,New York University,United States,1.7,6
41,Simon Fraser University,Canada,1.7,7
41,TU Munich,Germany,1.7,4
41,USTC,China,1.7,10
41,University of Cambridge,United Kingdom,1.7,11
47,Australian National University,Australia,1.6,4
47,Ben-Gurion University of the Negev,Israel,1.6,6
47,Czech Technical University,Czech Republic,1.6,8
47,Ecole Normale Superieure,France,1.6,3
47,Kyoto University,Japan,1.6,5
47,Monash University,Australia,1.6,7
47,Northwestern University,United States,1.6,5
47,Oregon State University,United States,1.6,5
47,Princeton University,United States,1.6,7
47,RWTH Aachen University,Germany,1.6,6
47,Rutgers University,United States,1.6,3
