序号,Institution,Country/Region,Count（Geometric mean count of papers published across all areas）,Faculty（Number of faculty who have published in these areas）
247,Durham University,United Kingdom,1.2,3
247,East China Normal University,China,1.2,2
247,Ecole Normale Superieure de Lyon,France,1.2,3
247,George Washington University,United States,1.2,2
247,HSE University,Russia,1.2,2
247,HUST,China,1.2,6
247,Hanyang University,South Korea,1.2,2
247,IIT Gandhinagar,India,1.2,3
247,IIT Hyderabad,India,1.2,2
247,IIT Jodhpur,India,1.2,2
247,IIT Kanpur,India,1.2,2
247,Iowa State University,United States,1.2,5
247,JKU Linz,Austria,1.2,2
247,KTH Royal Inst. of Technology,Sweden,1.2,3
247,Lehigh University,United States,1.2,2
247,Masaryk University,Czech Republic,1.2,4
247,NAIST,Japan,1.2,2
247,NJIT,United States,1.2,4
247,NYU Shanghai,China,1.2,3
247,Northwest University,China,1.2,3
247,Qatar Computing Research Inst.,Qatar,1.2,3
247,Radboud University,Netherlands,1.2,5
247,Rensselaer Polytechnic Institute,United States,1.2,3
247,Shenzhen University,China,1.2,6
247,Sichuan University,China,1.2,3
247,Stevens Institute of Technology,United States,1.2,3
247,TU Dresden,Germany,1.2,3
247,Tufts University,United States,1.2,4
247,UC Chile,Chile,1.2,4
247,UFRGS,Brazil,1.2,3
247,UNC - Charlotte,United States,1.2,4
247,UNIST,South Korea,1.2,3
247,Univ. of Maryland - Baltimore County,United States,1.2,4
247,Univ. of Modena and Reggio Emilia,Italy,1.2,5
247,University of A Coruña,Spain,1.2,2
247,University of Bonn,Germany,1.2,2
247,University of Connecticut,United States,1.2,3
247,University of Florida,United States,1.2,3
247,University of Georgia,United States,1.2,4
247,University of Groningen,Netherlands,1.2,5
247,University of Guelph,Canada,1.2,3
247,University of Göttingen,Germany,1.2,4
247,University of Houston,United States,1.2,4
247,University of Iowa,United States,1.2,3
247,University of Mannheim,Germany,1.2,2
247,University of Massachusetts Lowell,United States,1.2,3
247,University of Memphis,United States,1.2,3
247,University of Nebraska,United States,1.2,3
247,University of New Hampshire,United States,1.2,3
247,University of North Texas,United States,1.2,2
247,University of Oregon,United States,1.2,3
247,University of Ottawa,Canada,1.2,2
247,University of Pisa,Italy,1.2,3
247,University of Salerno,Italy,1.2,2
247,University of South Carolina,United States,1.2,2
247,University of Strathclyde,United Kingdom,1.2,3
247,University of Wollongong,Australia,1.2,3
247,Université Paris Dauphine,France,1.2,5
247,Uppsala University,Sweden,1.2,3
247,VinUniversity,Vietnam,1.2,1
247,Washington State University,United States,1.2,2
247,Wichita State University,United States,1.2,1
247,Worcester Polytechnic Institute,United States,1.2,3
320,Aalborg University,Denmark,1.1,1
320,Auburn University,United States,1.1,1
320,Boise State University,United States,1.1,1
320,Brigham Young University,United States,1.1,4
320,CUNY,United States,1.1,1
320,Carleton University,Canada,1.1,1
320,Case Western Reserve University,United States,1.1,2
320,Charles University,Czech Republic,1.1,2
320,Cleveland State University,United States,1.1,2
320,College of William and Mary,United States,1.1,2
320,Concordia University,Canada,1.1,3
320,ETS Montreal,Canada,1.1,2
320,EURECOM,France,1.1,2
320,Ecole Normale Superieure de Rennes,France,1.1,1
320,Friedrich Schiller University Jena,Germany,1.1,2
320,GSSI,Italy,1.1,1
320,Georgia State University,United States,1.1,1
320,Hacettepe University,Turkey,1.1,2
320,Heriot-Watt University,United Kingdom,1.1,2
320,IIIT Delhi,India,1.1,2
320,IIT Patna,India,1.1,1
320,IIT Ropar,India,1.1,1
320,IMSc,India,1.1,1
320,ISI Kolkata,India,1.1,2
320,Koç University,Turkey,1.1,2
320,Kyung Hee University,South Korea,1.1,1
320,Lancaster University,United Kingdom,1.1,2
320,Loughborough University,United Kingdom,1.1,1
320,Maastricht University,Netherlands,1.1,2
320,McMaster University,Canada,1.1,2
320,Middle East Technical University,Turkey,1.1,2
320,Missouri S&amp;T,United States,1.1,2
320,NTNU,Norway,1.1,2
320,PUC-RIO,Brazil,1.1,2
320,PUC-RS,Brazil,1.1,1
320,Portland State University,United States,1.1,1
320,Qatar University,Qatar,1.1,3
320,Queen's University Belfast,United Kingdom,1.1,3
320,Queensland Univ. of Technology,Australia,1.1,2
320,Queen’s University,Canada,1.1,2
320,Ruhr-University Bochum,Germany,1.1,2
320,Sabancı University,Turkey,1.1,1
320,Southeast University,China,1.1,1
320,Stellenbosch University,South Africa,1.1,1
320,Syracuse University,United States,1.1,4
320,THWS,Germany,1.1,1
320,TU Clausthal,Germany,1.1,2
320,TU Eindhoven,Netherlands,1.1,2
320,TU Kaiserslautern,Germany,1.1,3
320,Tata Inst. of Fundamental Research,India,1.1,1
320,Tokyo Institute of Technology,Japan,1.1,2
320,Toronto Metropolitan University,Canada,1.1,2
320,UCCS,United States,1.1,1
320,Univ. of Louisiana - Lafayette,United States,1.1,1
320,Univ. of Massachusetts Dartmouth,United States,1.1,1
320,Univ. of Missouri - Kansas City,United States,1.1,1
320,Universidad de Chile,Chile,1.1,2
320,University College Dublin,Ireland,1.1,3
320,University of Arkansas,United States,1.1,2
320,University of Auckland,New Zealand,1.1,3
320,University of Bamberg,Germany,1.1,1
320,University of Calgary,Canada,1.1,2
320,University of Cincinnati,United States,1.1,1
320,University of Dundee,United Kingdom,1.1,1
320,University of Essex,United Kingdom,1.1,2
320,University of Exeter,United Kingdom,1.1,2
320,University of Kent,United Kingdom,1.1,1
320,University of Klagenfurt,Austria,1.1,3
320,University of Koblenz-Landau,Germany,1.1,1
320,University of Konstanz,Germany,1.1,1
320,University of Magdeburg,Germany,1.1,2
320,University of Massachusetts Boston,United States,1.1,3
320,University of Nevada,United States,1.1,2
320,University of New Brunswick,Canada,1.1,1
320,University of Oklahoma,United States,1.1,1
320,University of Padova,Italy,1.1,1
320,University of Passau,Germany,1.1,1
320,University of Potsdam,Germany,1.1,2
320,University of Siegen,Germany,1.1,1
320,University of Tennessee,United States,1.1,1
320,University of Texas - El Paso,United States,1.1,1
320,University of Texas at San Antonio,United States,1.1,1
320,University of Ulm,Germany,1.1,2
320,University of Victoria,Canada,1.1,1
320,University of York,United Kingdom,1.1,2
320,Université Jean Monnet,France,1.1,2
320,VU Amsterdam,Netherlands,1.1,1
320,Waseda University,Japan,1.1,2
320,Wayne State University,United States,1.1,1
320,West Virginia University,United States,1.1,3
410,Bielefeld University,Germany,1.0,1
410,Boğaziçi University,Turkey,1.0,1
410,CWI,Netherlands,1.0,1
410,Chongqing University,China,1.0,1
410,City University of London,United Kingdom,1.0,1
410,City University of Macau,Macao,1.0,1
410,Florida State University,United States,1.0,1
410,Freie Universitaet Berlin,Germany,1.0,1
410,Hamburg University of Technology,Germany,1.0,1
410,IMDEA Software Institute,Spain,1.0,1
410,IPM,Iran,1.0,1
410,Illinois Institute of Technology,United States,1.0,1
410,Istanbul Technical University,Turkey,1.0,1
410,Keio University,Japan,1.0,1
410,MUST,Macao,1.0,1
410,Mississippi State University,United States,1.0,1
410,Monash University Indonesia,Indonesia,1.0,1
410,NTUA,Greece,1.0,1
410,Open University UK,United Kingdom,1.0,1
410,Paderborn University,Germany,1.0,1
410,Plaksha University,India,1.0,1
410,Polytechnic Univ. of Catalonia,Spain,1.0,1
410,TOBB ETÜ,Turkey,1.0,1
410,TU Braunschweig,Germany,1.0,1
410,Tampere University,Finland,1.0,1
410,Trinity College Dublin,Ireland,1.0,1
410,UAEU,United Arab Emirates,1.0,1
410,Universidad de los Andes,Colombia,1.0,1
410,University of Catania,Italy,1.0,2
410,University of Innsbruck,Austria,1.0,1
410,University of Kansas,United States,1.0,1
410,University of Louisville,United States,1.0,1
410,University of Manitoba,Canada,1.0,1
410,University of Michigan-Dearborn,United States,1.0,1
410,University of Missouri,United States,1.0,1
410,University of Murcia,Spain,1.0,1
410,University of Nottingham,United Kingdom,1.0,1
410,University of Regensburg,Germany,1.0,1
410,University of Rostock,Germany,1.0,1
410,University of Salzburg,Austria,1.0,1
410,University of South Florida,United States,1.0,1
410,University of St Andrews,United Kingdom,1.0,2
410,University of Tulsa,United States,1.0,1
410,Università della Svizzera italiana,Switzerland,1.0,1
410,Utrecht University,Netherlands,1.0,1
410,VISTEC,Thailand,1.0,1
