country_code,year,value,indicator,indicator_cn,country_cn,country_en
FRA,2020,4883.2219,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,法国,France
FRA,2019,4773.97249,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,法国,France
FRA,2018,4670.53241,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,法国,France
FRA,2017,4546.76212,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,法国,France
FRA,2016,4392.04699,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,法国,France
FRA,2015,4310.70957,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,法国,France
GBR,2017,4472.69458,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,英国,United Kingdom
GBR,2016,4434.65942,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,英国,United Kingdom
GBR,2015,4389.5625,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,英国,United Kingdom
IND,2020,259.26325,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,印度,India
IND,2018,250.00794,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,印度,India
IND,2015,214.34935,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,印度,India
JPN,2022,5629.79566,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,日本,Japan
JPN,2021,5589.76698,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,日本,Japan
JPN,2020,5450.44287,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,日本,Japan
JPN,2019,5376.11987,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,日本,Japan
JPN,2018,5339.51713,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,日本,Japan
JPN,2017,5319.83455,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,日本,Japan
JPN,2016,5232.70894,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,日本,Japan
JPN,2015,5198.48902,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,日本,Japan
KOR,2022,9434.7613,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,韩国,South Korea
KOR,2021,9071.4503,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,韩国,South Korea
KOR,2020,8620.009,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,韩国,South Korea
KOR,2019,8328.96727,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,韩国,South Korea
KOR,2018,7918.46916,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,韩国,South Korea
KOR,2017,7453.21918,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,韩国,South Korea
KOR,2016,7057.16003,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,韩国,South Korea
KOR,2015,7020.43916,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,韩国,South Korea
USA,2021,4825.1804,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,美国,United States
USA,2020,4464.09495,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,美国,United States
USA,2019,4265.92083,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,美国,United States
USA,2018,4226.79136,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,美国,United States
USA,2017,3931.60035,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,美国,United States
USA,2016,3809.11997,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,美国,United States
USA,2015,3858.04036,RESEARCHERS_PER_MILLION,每百万人口科研人员数（FTE）,美国,United States
