Country,Year,Population_Million,GDP_Billion_USD,PPP_Factor,AI_Publications,AI_High_Impact_Publications,AI_High_Impact_Ratio,AI_VC_Investment,AI_VC_Investment_Constant2020,GenAI_VC_Investment,GenAI_VC_Investment_Constant2020,AI_Compute_VC_Investment,AI_Compute_VC_Investment_Constant2020,GitHub_AI_Projects,GitHub_High_Impact_Projects,Electricity_Production_TWh,AI_Publications_log,AI_High_Impact_Publications_log,AI_VC_Investment_log,AI_VC_Investment_Constant2020_log,GenAI_VC_Investment_log,GenAI_VC_Investment_Constant2020_log,AI_Compute_VC_Investment_log,AI_Compute_VC_Investment_Constant2020_log,GitHub_AI_Projects_log,GitHub_High_Impact_Projects_log,Electricity_Production_TWh_log,AI_VC_Investment_Constant2020_lag1,AI_VC_Investment_Constant2020_lag2,AI_VC_Investment_Constant2020_lag3,GenAI_VC_Investment_Constant2020_lag1,GenAI_VC_Investment_Constant2020_lag2,GenAI_VC_Investment_Constant2020_lag3,Electricity_Production_TWh_lag1,Electricity_Production_TWh_lag2,Electricity_Production_TWh_lag3,AI_Publications_YoY_Growth,AI_VC_Investment_Constant2020_YoY_Growth,GitHub_AI_Projects_YoY_Growth,AI_Publications_PerCapita,AI_VC_Investment_Constant2020_PerCapita,GitHub_AI_Projects_PerCapita,AI_VC_Investment_Constant2020_PPP,GenAI_VC_Investment_Constant2020_PPP,researchers_per_million,tertiary_gross_enrollment_pct,stem_graduates_pct,AI_Talent_Index,rd_expenditure_pct_gdp,patent_applications_resident,high_tech_exports_usd,fixed_broadband_per_100,secure_internet_servers_per_million,Innovation_Foundation_Index,Rmax_Total,Rmax_Share,Chip_Index,Top_AI_Depts,CS_Score,Industry_VC_Total,Industry_Count,AI_Researchers_Per_Million,Crossborder_VC_Total,Crossborder_AI_Compute,Crossborder_GenAI,A1_Hardware_Compute,A2_Energy_IDC,A3_Connectivity,B1_Talent_Stock,B3_STEM_Supply,C1_Research_Qty,C2_High_Impact_Res,D1_GitHub_Activity,D3_OpenSource_Impact,E1_Vertical_VC,E2_Capital_Flow,E3_Ind_Adoption,F1_Gov_RD_Exp,F2_IP_Protection,A1_Hardware_Compute_log,A2_Energy_IDC_log,B1_Talent_Stock_log,C1_Research_Qty_log,C2_High_Impact_Res_log,D1_GitHub_Activity_log,D3_OpenSource_Impact_log,E1_Vertical_VC_log,E2_Capital_Flow_log,F2_IP_Protection_log,A3_Connectivity_norm,B3_STEM_Supply_norm,E3_Ind_Adoption_norm,F1_Gov_RD_Exp_norm,TOPSIS_Score
CHN,2017,1411.8,17963,0.237,9768.475012635794,3164.01098318728,0.3239001972257229,33142.854728,34995.39291557079,21.494016,22.695435906976744,2240.609294,2365.8493891766625,6599.978209,701.9058822,6604.44,9.187018008960091,8.059911804773607,10.408612600691876,10.46300027560543,3.113249318282368,3.1652824518309126,7.714949321719757,7.769314978075378,8.794973130516832,6.555223002620311,8.795648830937514,20839.06509264083,,,0.0,,,6133.16,,,17.81954549592475,67.93168388311798,137.44302601436468,6.9191634881964825,24.78778362060546,4.674867693016008,147659.88571970796,95.76133294083014,1235.84935,51.0678812273407,,0.2269081665532109,2.11603,1245709.0,654254700212.0,27.9101,207.64925172699,0.2832513055560227,298876.65908,0.3536497545952981,164312316276.5,37,66.1,66285.709456,21,1235.84935,19116,2095.167434,21.494016,60.839663523552986,36.99923869331533,27.9101,12.504747387282944,24.47593371304348,9768.475012635794,3164.01098318728,6599.978209,701.9058822,2388.5448250836394,54111.39291557079,37.55258182559426,2.11603,1245709.0,4.124544963183396,3.637566125139256,2.603041281944345,9.187018008960091,8.059911804773607,8.794973130516832,6.555223002620311,7.778858177031899,10.898818512826047,14.035216206456958,0.5409912720751895,0.25652335161377277,0.6796715073654148,0.308120129543658,0.6915121082390784
GBR,2017,67.5,3070,0.69,2383.238395301803,1036.135061168103,0.4347593019694076,2150.300806,2270.4930583141577,13.737844,14.50572838514892,42.007845,44.35589671970624,4939.19826,426.2767406,338.22,7.776635021215051,6.944217441955211,7.673827964213753,7.728192629202782,2.690418607406171,2.7412095288852485,3.761382540913536,3.8145401950037785,8.505160742979875,6.057431907749283,5.826648864443693,1047.0306068925,,,6.311974563333333,,,339.18,,,3.8798094818683904,116.85068644294864,84.7569288516714,35.30723548595264,33.63693419724678,73.17330755555555,3290.5696497306635,21.022794761085397,4472.69458,59.6335182189941,,0.4870933676126538,2.32602,13301.0,73731450536.0,39.2489,21225.7223418124,0.5058603835558317,32268.888,0.03818258795247224,4775544669.21,36,46.44,4300.601612,18,4472.69458,3685,152.8162248333333,32.35354266666666,5.303145539294519,4.664386873077548,39.2489,45.256257053798336,22.722949790354495,2383.238395301803,1036.135061168103,4939.19826,426.2767406,58.86162510485516,5955.493058314158,3.719233161057521,2.32602,13301.0,1.8410488007442458,1.7341986579213775,3.8341967424575794,7.776635021215051,6.944217441955211,8.505160742979875,6.057431907749283,4.09203565048329,8.69223717384197,9.495669678844367,0.7673642584726721,0.236504877332881,0.07621043564456162,0.3504788763129876,0.44570133776770615
DEU,2017,83.2,4072,0.75,2694.5510001453167,985.9372449291152,0.3659003837284741,628.716472,663.8589267792737,28.0,29.565075479396164,4.831276,5.101322842921257,3875.256742,376.3454493,644.46,7.899357915189571,6.894606455779982,6.445269673640738,6.499574877969399,3.367295829986474,3.419858032949132,1.7632358443388394,1.8085056071639325,8.262625209723046,5.933161079031818,6.469963240899554,337.4591926808333,,,15.096666666666668,,,641.52,,,7.062735950585197,96.72272712604604,91.41210409257852,32.38643029020813,7.979073639173962,46.57760507211538,885.1452357056983,39.420100639194885,5058.39528,68.4692306518555,,0.5062953576897989,3.0471,47785.0,195727088512.0,39.9888,34181.2784354313,0.5670139918293706,38424.2289,0.045465976375764036,28113368453.048798,44,52.94,1257.432944,14,5058.39528,1424,107.75551933333332,21.220542333333334,8.503904309540758,8.53675003618315,39.9888,51.182577521624594,27.617324718629295,2694.5510001453167,985.9372449291152,3875.256742,376.3454493,34.66639832231742,2087.8589267792736,8.345555415386025,3.0471,47785.0,2.2517026941290252,2.255152760353232,3.954748675223456,7.899357915189571,6.894606455779982,8.262625209723046,5.933161079031818,3.57420902209215,7.644373227815837,10.774487988550476,0.7821359602961012,0.2923969578902529,0.15872681359474106,0.4959336366369465,0.46452232719475983
FRA,2017,67.6,2782,0.73,1976.5985118837448,476.1160279373199,0.2408764476320333,477.3129455,503.99261646430034,6.69774,7.07211388004896,20.08621,21.2089398123215,2193.421057,170.172452,555.74,7.589638514777119,6.16775970646065,6.170265215969157,6.224543808305702,2.040926779284671,2.088415390985606,3.04861927231981,3.100494902067381,7.693673535366636,5.1426715395450895,6.322098344593143,258.66927958083335,,,1.1102983683333334,,,558.84,,,-3.287833147775898,94.84053818876632,87.2473118306557,29.23962295686014,7.455512077874266,32.44705705621302,690.4008444716443,9.68782723294378,4546.76212,65.8022308349609,,0.5026999885477205,2.19888,14415.0,108867689621.0,43.6243,14819.4761291503,0.4915272803806913,30818.432,0.03646631673199538,8732623591.77,7,7.84,954.625891,16,4546.76212,623,20.80522166666666,5.136698,5.471993521710285,4.856291634763826,43.6243,46.0056978147596,15.343146840263673,1976.5985118837448,476.1160279373199,2193.421057,170.172452,28.28105369237046,1126.9926164643002,4.669980219338227,2.19888,14415.0,1.8674841787838548,1.767516576437394,3.850268824463552,7.589638514777118,6.16775970646065,7.693673535366636,5.1426715395450895,3.376940675206889,7.028194886348904,9.57609397984812,0.854716744157537,0.15223006246302834,0.09316822614925684,0.3248324595109848,0.3963781513190122
CAN,2017,38.9,2139,0.84,1204.4604797671714,479.1688105757511,0.3978285868444409,936.97452,989.3472287882496,6.61602,6.985826095471237,96.231302,101.6102038253774,4330.486185,290.1341093,669.3499999999999,7.094616913813143,6.174137730773443,6.843722784458167,6.898055617784838,2.030253923536036,2.077668232229525,4.577092696660634,4.630937380280657,8.373665991898813,5.673784017710689,6.50779996404757,822.2914026750001,,,35.206851145,,,667.1300000000001,,,5.1759542280984006,20.315891126892428,103.53419104702635,30.962994338487697,25.433090714350893,111.32355231362467,1177.7943199860115,8.316459637465758,4429.05796,70.2687072753906,,0.4455307264677252,1.68702,4053.0,26938349605.0,37.8277,26565.3853494623,0.5115840898085102,5088.851,0.006021450162290261,2183669652.864,22,28.84,1873.94904,14,4429.05796,1053,148.62029016666668,2.11602,1.0,7.430444043153059,37.8277,44.81472677348152,22.250891675157824,1204.4604797671714,479.1688105757511,4330.486185,290.1341093,108.59602992084864,2042.3472287882496,1.3892650478027297,1.68702,4053.0,0.6931471805599453,2.1318494447846623,3.8246055847080593,7.094616913813143,6.174137730773443,8.373665991898813,5.673784017710689,4.696801150507913,7.622344540624791,8.307459327011946,0.738990772013073,0.23111413580020618,0.03465247256377643,0.2215811231552106,0.3827844835049217
JPN,2017,125.1,4231,0.98,2776.3020536298377,564.6022302117021,0.2033648426234893,689.3025765,727.8315250844553,145.176375,153.2910887392901,145.35069099999998,153.47514822847816,2590.181311,195.4636701,1076.86,7.929235251154073,6.337891057664586,6.5371300181376375,6.591442601163433,4.984813940550758,5.038841004877573,4.986005734684658,5.0400332305094775,7.859869155342687,5.280477529228702,6.982732872905217,358.4358735266667,,,4.6848989633333336,,,1063.7,,,1.0176166931453956,103.05766772820148,87.5674036569141,22.192662299199345,5.817997802433696,20.70488657873701,742.6852296780156,156.41947830539806,5319.83455,62.4629783630371,,0.3595166874058809,3.16636,260292.0,106357714667.0,31.8991,5971.46615001733,0.5823411604401404,90874.7024,0.10752869194137522,51317793422.32559,8,10.940000000000001,1378.605153,16,5319.83455,5064,7.173574,143.9251205,18.631109232706812,6.381493544921741,31.8991,53.8279096800027,14.884151850216469,2776.3020536298377,564.6022302117021,2590.181311,195.4636701,306.76623696776824,5791.831525084455,4.630650473566443,3.16636,260292.0,2.977115513707029,1.998975995497515,4.0041993650343475,7.929235251154073,6.337891057664586,7.859869155342687,5.280477529228702,5.729340523925489,8.66437648817492,12.469563198573422,0.6206294915287084,0.14698849733262853,0.09246672980110412,0.5199905162012602,0.48837086148316133
KOR,2017,51.7,1665,0.78,1090.3073616877198,357.55396961917484,0.3279386915866606,726.610554,767.2248526119951,4.557892,4.812657893104855,37.086115,39.1590639004488,1696.803339,162.9079301,576.4100000000001,6.995131670892791,5.882079191580015,6.589765951761417,6.644082467135433,1.7152188996813569,1.760037934949665,3.639849780014291,3.692848165860036,7.4370905409646735,5.099304868349919,6.358552586095143,207.1401733925,,,1.8536172583333332,,,560.98,,,18.64590353440996,270.3892103818111,159.73182603663028,21.089117247344674,14.83993912208888,32.82018063829787,983.6216059128142,6.1700742219293,7453.21918,93.7230224609375,,0.6643929359243792,4.29206,159084.0,166656272251.0,41.1681,1198.94292873955,0.7990497160165234,,0.0,87852067142.59999,9,12.12,1453.221108,16,7453.21918,766,82.68907466666667,6.557892,8.575583374469321,2.741584234662282,41.1681,75.41422671618683,26.739698520440108,1090.3073616877198,357.55396961917484,1696.803339,162.9079301,43.971721793553655,1533.2248526119952,7.1613092382116,4.29206,159084.0,2.2592164600482723,1.3195091138923007,4.336168892399536,6.995131670892791,5.882079191580015,7.4370905409646735,5.099304868349919,3.806033887653704,7.335780550463211,11.977193929554371,0.8056800445782609,0.28237476815462914,0.13760426748365878,0.7470643827579261,0.4352817953876082
ARE,2017,9.4,507,0.43,103.15119093358516,42.30476214488348,0.4101238363027897,61.616775,65.06087870257038,,,,,199.1280344,15.59396799,134.57,4.6458436024335885,3.7682626092124094,4.137033213454178,4.1905767214571386,,,,,5.298957333725352,2.8090392552297474,4.909488112091298,19.41,,,,,,129.61,,,33.99422473690434,235.19257445940428,144.2652115194563,10.9735309503814,6.921370074741529,21.18383344680851,151.30436907574506,,2506.193313529412,,,0.1662758682820041,1.217271176470588,63.0,523668921.0,29.9083,1321.88036180403,0.4168326484335198,,0.0,1172807865.8997998,2,3.74,123.23355000000001,6,,2141,15.0,0.0,1.0,0.23882290617937993,29.9083,9.420483542263723,8.473185342738967,103.15119093358516,42.30476214488348,199.1280344,15.59396799,0.0,2206.0608787025703,0.015131238380089625,1.217271176470588,63.0,0.6931471805599453,0.21416165956541552,2.3437734404561836,4.6458436024335885,3.7682626092124103,5.298957333725352,2.8090392552297474,0.0,7.699416990245379,4.1588830833596715,0.5808842502932947,0.07377746186076092,0.010143037522508126,0.1268243658759457,0.1581922278482742
IND,2017,1428.6,3385,0.145,5296.284599915571,1279.7044374629854,0.2416230497665071,500.5541965,528.5329500375357,2.331795,2.462131970624235,3.967227,4.188977346389229,10406.60472,445.4942039,1462.39,8.574949628610844,7.155165547299128,6.217711670356598,6.271995391693701,1.203511197802036,1.2418845757918435,1.6028617367116886,1.6465366346773311,9.250292040993047,6.101426419045287,7.288510941024914,436.8478275583333,,,0.9463011216666668,,,1394.9299999999998,,,15.40570064594158,20.987885642388694,191.49520299968432,3.707325073439431,0.3699656657129607,7.284477614447711,3645.0548278450738,16.98022048706369,,27.7311089156625,,0.1441294136905849,0.66603,14961.0,15104651310.0,1.31327,121.20038474398,0.01110035590686,2794.7529999999997,0.0033069284019931404,3088167351.6241,16,18.64,1001.108393,20,,204,14.5,0.0,1.0,7.623876781803877,1.31327,1.0,3.9672370195704603,5296.284599915571,1279.7044374629854,10406.60472,445.4942039,6.651109317013464,732.5329500375357,0.7599745889555204,0.66603,14961.0,0.6931471805599453,2.1545347262403434,0.6931471805599453,8.574949628610844,7.155165547299128,9.250292040993047,6.101426419045287,2.0348506460856206,6.597872518233988,9.61326893243235,0.01,0.022321079716644807,0.023428271894639262,0.015629140374993595,0.3600252967158703
USA,2018,331.9,25462,1.0,13670.067444765547,5913.314816880373,0.4325739313850028,45112.851551,46496.24046753804,438.437684,451.88240788211874,3250.566051,3350.2448984420557,34637.47609,2126.193128,4201.55,9.523037013338412,8.685130931474552,10.716944608070012,10.747148245030347,6.085495918676402,6.115632506535765,8.0868920211118,8.117087167263909,10.45272036892575,7.662558609385796,8.343446762891947,32437.49345785884,21887.18468033,,629.9313903141574,322.38766897333335,,4052.31,4087.56,,37.07834345521357,43.34103998492862,23.037969478231247,41.18730775765456,140.09111318932824,104.36118134980416,46496.24046753804,451.88240788211874,4226.79136,88.2991790771484,,0.5545678458351154,2.99045,285095.0,153893519793.0,33.0559,65494.8762801956,0.6163216522055971,533209.19,0.3768381119987019,67154223491.8,141,221.4,90225.703102,22,4226.79136,32054,3032.521065,353.6260120833333,54.293193311835324,33.98084586268577,33.0559,42.76812397526456,77.11378145682053,13670.067444765547,5913.314816880373,34637.47609,2126.193128,3802.1273063241742,78550.24046753804,20.348918173797287,2.99045,285095.0,4.012649814367258,3.5548006506212992,3.778905789312452,9.523037013338413,8.685130931474552,10.45272036892575,7.662558609385796,8.243578982604415,11.27150643563467,12.560581244637484,0.6437243755256575,0.8576294927607675,0.37282214971609745,0.48450631626701207,0.7108448459536783
CHN,2018,1411.8,17963,0.237,14421.967556938158,4761.203647350146,0.3301355122699339,37776.7768685,38935.20451440781,8.0,8.245320589406612,4314.1203365,4446.413154465154,7819.024924,943.6508226,7166.140000000001,9.576577184183362,8.468465791220636,10.539476295187006,10.569679804078287,2.19722457733622,2.224117541296437,8.369880491077682,8.400077892528689,8.964443020746554,6.850815359317656,8.877261969778298,34995.39291557079,20839.06509264083,,22.695435906976744,0.0,,6604.44,6133.16,,47.63786095867515,11.258086481103756,18.470465756048384,10.21530497020694,27.578413737362094,5.538337529395099,164283.5633519317,34.79038223378318,1317.48914,53.3987984572814,,0.2407087078278253,2.14058,1393815.0,731389331452.0,28.7089,443.51278907297,0.30790994042986,438228.33888,0.30971172842663597,197850308528.59998,40,82.05999999999999,75553.553737,20,1317.48914,25314,3741.8230184999998,8.566666666666666,58.54735066969472,40.24521873232388,28.7089,13.33080676960234,29.33249037822306,14421.967556938158,4761.203647350146,7819.024924,943.6508226,4454.65847505456,64249.20451440781,42.20752940159868,2.14058,1393815.0,4.086771805637745,3.7195351965432413,2.6624115395995287,9.576577184183362,8.468465791220636,8.964443020746554,6.850815359317656,8.401930134831087,11.070540185856023,14.147555867329478,0.5569388804230138,0.3119835605964423,0.7626984545609911,0.3130723045671688,0.7252080886318232
GBR,2018,67.5,3070,0.69,2945.7157674058085,1218.4355997935647,0.4136297239793096,2362.266765,2434.705849390681,10.48876,10.810398598168062,79.44786400000001,81.88413860294705,6000.90406,540.9432446,333.76,7.988446529971518,7.106143407564183,7.76780016332455,7.797991870057083,2.441369166106515,2.4689803805430297,4.387609322433338,4.4174437121455865,8.69983204120078,6.295161281196525,5.813413857164673,2270.4930583141577,1047.0306068925,,14.50572838514892,6.311974563333333,,338.22,339.18,,23.601389320214277,7.232472721077232,21.49550886827532,43.640233591197166,36.06971628726935,88.90228237037037,3528.55920201548,15.667244345171106,,61.1251182556152,,0.5171036613522998,2.71124,12865.0,75625933738.0,39.8294,27332.2874081673,0.5669934415747594,41729.303,0.029491599268087948,4848047161.5199995,37,49.72,4724.53353,18,,8883,194.60744599999998,69.12992816666666,4.209244763383729,5.639933290547113,39.8294,1.0,24.095493381475997,2945.7157674058085,1218.4355997935647,6000.90406,540.9432446,92.69453720111511,11317.70584939068,3.8639035691785413,2.71124,12865.0,1.6504348862142677,1.8931019168335246,0.6931471805599453,7.988446529971518,7.106143407564183,8.69983204120078,6.295161281196525,4.540039886596198,9.334212020962884,9.462343451970945,0.7789536258310997,0.252178853701199,0.07879081751561515,0.42818465482854123,0.42058769989948747
DEU,2018,83.2,4072,0.75,3479.834106976787,1121.4366776088636,0.3222672814662266,976.571362,1006.5179947654324,36.298235,37.411323050577465,16.005090000000003,16.495887264038238,5009.944623,416.4778386,632.28,8.155027229961311,7.023257206095454,6.885071293798395,6.915245154470698,3.618946006495337,3.648352287236528,2.833512711006165,2.861965839825943,8.519379723811054,6.034231461684449,6.450912662414201,663.8589267792737,337.4591926808333,,29.565075479396164,15.096666666666668,,644.46,641.52,,29.143375159316708,51.61624769415645,29.280327899368896,41.82492917039407,12.097572052469138,60.21568056490385,1342.0239930205764,49.88176406743662,5209.2143,69.1634292602539,,0.5241575287197388,3.11011,46617.0,209762237943.0,40.9651,56406.6207107244,0.5837848032900208,60502.6369,0.042759389537789086,30193010189.75,46,56.620000000000005,1953.142724,15,5209.2143,1091,38.11841266666666,12.273496,8.364034725585235,12.110470932143558,40.9651,52.708616068553944,28.795097432680414,3479.834106976787,1121.4366776088636,5009.944623,416.4778386,53.9072103146157,2097.5179947654324,9.039439501955144,3.11011,46617.0,2.2368762580354185,2.5734112187279687,3.9835734368483666,8.155027229961311,7.023257206095454,8.519379723811054,6.034231461684449,4.005644675312794,7.648986657797844,10.749742011626616,0.8016272597828072,0.30584671774247235,0.1711031242781098,0.5086438830007517,0.4817353338178025
FRA,2018,67.6,2782,0.73,2306.689988383881,496.02630259719285,0.2150381304358632,781.7167465,805.6881481250499,19.033162,19.61681531501394,37.956462,39.12039970370371,3039.797333,226.9971616,576.2399999999999,7.744002298148599,6.208642947427041,6.662770876391283,6.69293716003514,2.9973890004238344,3.026107020250164,3.662444663562462,3.6918849257485866,8.01987504060283,5.429333179754143,6.358258124567877,503.99261646430034,258.66927958083335,,7.07211388004896,1.1102983683333334,,555.74,558.84,,16.699975969603997,59.86110149336281,38.587040700594486,34.1226329642586,11.918463729660502,44.967416168639055,1103.6823946918491,26.87234974659444,4670.53241,67.5435180664062,,0.5075760891181178,2.19666,14303.0,117655413928.0,44.4142,20362.9338827691,0.5043353991241093,43580.345,0.030799797224147746,9765974284.39,7,8.02,1563.433493,15,4670.53241,1082,34.93303283333333,15.135104000000002,4.855025892568109,5.882053215535063,44.4142,47.258048038919796,16.032139983937103,2306.689988383881,496.02630259719285,3039.797333,226.9971616,58.73721501871765,1887.6881481250498,5.1312080111559535,2.19666,14303.0,1.7673004193401771,1.9289170399136957,3.876562612609722,7.744002298148599,6.208642947427041,8.01987504060283,5.429333179754143,4.089955193333662,7.543637765532564,9.568294497413296,0.8704866688369891,0.16009812750790353,0.10139481407342259,0.3243846457206714,0.41590173236619943
CAN,2018,38.9,2139,0.84,1574.8148544279888,603.752946041542,0.3833802712388306,1491.8593855,1537.6073634703307,66.68896000000001,68.73398187176426,97.6420945,100.63629652170452,5654.005044,295.2309309,661.1999999999999,7.362527785361896,6.4048200209814405,7.308448610585319,7.338632976838373,4.214923094242344,4.244687743743717,4.591498092410055,4.621400720575445,8.640296280503845,5.691139322107572,6.495567625113146,989.3472287882496,822.2914026750001,,6.985826095471237,35.206851145,,669.3499999999999,667.1300000000001,,30.748570076156344,55.41635117870485,30.56282372137393,40.483672350333904,39.52718158021416,145.34717336760926,1830.4849565122984,81.82616889495745,4715.91861,69.3507232666016,,0.4460130393144248,1.7372,4349.0,30480481649.0,38.7334,30940.812923392,0.5240968259495744,14027.779999999999,0.0099139366497662,2378751812.9469995,23,29.9,2983.718771,14,4715.91861,1785,287.3917285,81.52229333333334,1.488100833990426,8.101145369766964,38.7334,47.71728116945363,22.176717202555132,1574.8148544279888,603.752946041542,5654.005044,295.2309309,169.37027839346877,3322.6073634703307,1.7087742897802007,1.7372,4349.0,0.9115197021868906,2.2084002704120502,3.886033816619793,7.3625277853618964,6.4048200209814405,8.640296280503845,5.691139322107572,5.137974176608289,8.108806027298762,8.37793112408273,0.7570725808270746,0.23026708880058624,0.04035132878697204,0.23170332855968206,0.40717354143403534
JPN,2018,125.1,4231,0.98,3339.41827014609,648.9956863909487,0.1943439347484186,1347.189929,1388.5016074281164,38.556412,39.738747214655525,43.4640425,44.79687056551175,3235.306307,199.6558448,1082.93,8.113851308712713,6.4769657265460445,7.206518178431492,7.236700406021124,3.67772780496681,3.707179659581013,3.7946808288291263,3.8242157605217217,8.08218792975564,5.3015912256183535,6.988348604268738,727.8315250844553,358.4358735266667,,153.2910887392901,4.6848989633333336,,1076.86,1063.7,,20.282959333621985,90.77239162826852,24.90655743905952,26.693990968394004,11.099133552582863,25.86176104716227,1416.8383749266493,40.54974205577094,5339.51713,62.2089385986328,,0.3573010108470921,3.2192,253630.0,110919852153.0,32.6965,11644.8573073314,0.5761162607735295,109436.242,0.07734252821020028,54553213412.9201,9,12.419999999999998,2694.379858,17,5339.51713,2825,27.29524633333333,35.235529416666665,15.122935555156083,7.346158800471793,32.6965,54.02706477186724,15.16062929661618,3339.41827014609,648.9956863909487,3235.306307,199.6558448,84.53561778016729,4213.501607428117,5.024613476005595,3.2192,253630.0,2.780242826898385,2.1218014091237167,4.007825150958708,8.113851308712713,6.4769657265460445,8.08218792975564,5.3015912256183535,4.448932871420609,8.346286620841692,12.443635733822173,0.6365491496365638,0.1501457748058351,0.09949356412446776,0.5306492912824133,0.47925310811416133
KOR,2018,51.7,1665,0.78,1507.7908450044688,501.0852884061635,0.332330767272087,1112.881818,1147.008420941458,43.5961715,44.93305131103146,62.437731,64.35238862126644,2243.354112,188.86255,592.9100000000001,7.319063844127797,6.218770002484264,7.015606326888228,7.045783912167467,3.7976480145343103,3.827184930074707,4.150058810608787,4.179793990607553,7.716173058114426,5.246300389312578,6.386727792731549,767.2248526119951,207.1401733925,,4.812657893104855,1.8536172583333332,,576.4100000000001,560.98,,38.29043974081894,49.500947086959,32.21061394905706,29.16423297880984,22.185849534651023,43.39176232108317,1470.5236165916126,57.60647603978393,7918.46916,93.3281784057617,,0.6964228783645533,4.51633,162561.0,192788494176.0,41.219,2065.98585194961,0.8236526966150739,,0.0,106184035248.9,9,14.819999999999999,2225.7636359999997,18,7918.46916,1335,98.874145,42.543966749999996,10.36503837566482,2.977928726484529,41.219,80.1217855071013,27.26945440755992,1507.7908450044688,501.0852884061635,2243.354112,188.86255,109.2854399322979,2482.008420941458,8.372454760052214,4.51633,162561.0,2.4305418339521117,1.380761263349332,4.39595155028976,7.319063844127797,6.218770002484264,7.7161730581144266,5.246300389312578,4.703071913305857,7.81722617694078,11.998814746446177,0.8066962354456924,0.28842439842459283,0.15920659783134727,0.792303661475758,0.4706180132051222
ARE,2018,9.4,507,0.43,114.56305975638556,34.80909117532499,0.3038421917967741,19.460873,20.057642104340903,,,,,309.6617022,18.0559545,136.01,4.749816352890166,3.578201804613308,3.018514428234901,3.047263539580238,,,,,5.738704545846881,2.9473796249106816,4.920053915865017,65.06087870257038,19.41,,,,,134.57,129.61,,11.063244854000809,-69.17096340485102,55.50884290755596,12.187559548551654,2.1337917132277555,32.94273427659574,46.645679312420704,,2464.56964,53.2113281680102,,0.2194528873124663,1.26389,57.0,643634927.0,32.3591,1529.09566701663,0.4049718328528001,,0.0,1126998044.6649,3,5.4,38.921746,7,2464.56964,241,0.0,13.333333333333332,1.0,0.28101290940630563,32.3591,24.937360501558597,10.076234479336703,114.56305975638556,34.80909117532499,309.6617022,18.0559545,0.0,261.0576421043409,0.007111767700185467,1.26389,57.0,0.6931471805599453,0.24765110046436936,3.2556844197232917,4.749816352890166,3.578201804613308,5.738704545846881,2.9473796249106816,0.0,5.568564487594714,4.060443010546419,0.6298131418041203,0.09208373238420203,0.01,0.13622821815732303,0.1813211433777406
IND,2018,1428.6,3385,0.145,6762.699209061265,1663.878354590138,0.2460376105979586,1194.401323,1231.0277275682995,3.731733,3.846166867383513,8.153231,8.403250429311033,21709.21417,788.4528414,1571.65,8.819325239641929,7.417507339439287,7.086237243132055,7.116416649983306,1.5542915201793412,1.5781880558467936,2.214106931711186,2.2410554198564907,9.985538127862831,6.671340099676064,7.36051737353246,528.5329500375357,436.8478275583333,,2.462131970624235,0.9463011216666668,,1462.39,1394.9299999999998,,27.687609709815654,132.91409314800032,108.60996217409895,4.733794770447477,0.8617021752543048,15.196145996080078,8489.846397022757,26.52528874057596,250.00794,28.3540737878038,,0.1146887567258556,0.66001,16289.0,20197216794.0,1.32178,184.79636635197,0.0153838394368262,8358.996000000001,0.005907603113225977,4140866837.9997,17,20.840000000000003,2388.802646,21,250.00794,997,1.55,0.0,1.152583780343521,8.258178108663635,1.32178,2.5296660426410313,4.74824359907746,6762.699209061265,1663.878354590138,21709.21417,788.4528414,12.249417296694546,2228.0277275682993,1.1872135648618947,0.66001,16289.0,0.7666688789053933,2.2255072807761125,1.2612032609856971,8.819325239641929,7.417507339439287,9.985538127862831,6.671340099676064,2.583953573857229,7.709320772773864,9.69830670159609,0.010169897530095123,0.031239906593896215,0.031048625789777726,0.01441479847513472,0.39945376991858234
USA,2019,331.9,25462,1.0,17118.4483702468,6905.5130005704095,0.403395965055614,52159.5508395,52791.91144803519,2621.928106,2653.7152672381694,2570.3105,2601.4718709425106,35349.49976,1856.152148,4158.38,9.747970427812524,8.840220158505637,10.862081757118007,10.874132207803507,7.872046570417658,7.884092683946902,7.85217097010212,7.864216991955212,10.473067808707103,7.526799490145077,8.333121303686436,46496.24046753804,32437.49345785884,21887.18468033,451.88240788211874,629.9313903141574,322.38766897333335,4201.55,4052.31,4087.56,25.22577843463152,13.540172102500536,2.0556453598117974,51.577126755790296,159.0596910154721,106.50647713166616,52791.91144803519,2653.7152672381694,4265.92083,87.8887100219727,,0.5672390835785598,3.14704,285113.0,154028528002.0,33.8352,123268.08312533,0.6267077683745998,611063.487,0.37104150680811354,66956330351.49999,150,249.78,104319.101679,22,4265.92083,38820,1971.8898654166667,2166.9013548333332,53.53955985573048,43.204764520496326,33.8352,43.16404936677629,84.06510463431775,17118.4483702468,6905.5130005704095,35349.49976,1856.152148,5255.1871381806795,91611.91144803519,22.532854911789162,3.14704,285113.0,3.998926307266259,3.7888325778555987,3.787911095382087,9.747970427812525,8.840220158505637,10.473067808707105,7.526799490145077,8.567161164207304,11.425327495401918,12.560644379272114,0.6592826769596326,0.9370112158021509,0.4117754563351532,0.5160933259179923,0.73039788217768
