Variable,Global_Min,Global_Max
XA,0.5042304074811929,5.441391975162643
XB,0.45514896559852924,3.0989475461123512
YC,0.5325329902978333,3.6919829240052797
YD,0.4754407417031521,3.323373171492935
XE,3.335778307505168,19.11345566771987
ZF,0.0,6.238793311547148
